"","mouse_SRR391076.counts","Symbol","Name"
"ENSMUSG00000024349",77.0233461816137,"Tmem173","transmembrane protein 173"
"ENSMUSG00000024350",21.5591662757148,"Dnajc18","DnaJ heat shock protein family (Hsp40) member C18"
"ENSMUSG00000024352",1.10559827054948,"Spata24","spermatogenesis associated 24"
"ENSMUSG00000024353",8.476253407546,"Mzb1","marginal zone B and B1 cell-specific protein 1"
"ENSMUSG00000024354",4.42239308219791,"Slc23a1","solute carrier family 23 (nucleobase transporters), member 1"
"ENSMUSG00000024357",8.10772065069618,"Sil1","endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae)"
"ENSMUSG00000024359",99.1353115926033,"Hspa9","heat shock protein 9"
"ENSMUSG00000024360",127.51233387004,"Etf1","eukaryotic translation termination factor 1"
"ENSMUSG00000024369",22.4804981678394,"Nelfe","negative elongation factor complex member E, Rdbp"
"ENSMUSG00000024370",35.5634110360082,"Cdc23","CDC23 cell division cycle 23"
"ENSMUSG00000024371",0.552799135274739,"C2","complement component 2 (within H-2S)"
"ENSMUSG00000024378",28.0084895205868,"Stard4","StAR-related lipid transfer (START) domain containing 4"
"ENSMUSG00000024381",106.690233108025,"Bin1","bridging integrator 1"
"ENSMUSG00000024382",48.4620575257522,"Ercc3","excision repair cross-complementing rodent repair deficiency, complementation group 3"
"ENSMUSG00000024383",89.184927157658,"Map3k2","mitogen-activated protein kinase kinase kinase 2"
"ENSMUSG00000024384",101.715040890552,"Iws1","IWS1, SUPT6 interacting protein"
"ENSMUSG00000024387",90.1062590497825,"Csnk2b","casein kinase 2, beta polypeptide"
"ENSMUSG00000024391",1.28986464897439,"Apom","apolipoprotein M"
"ENSMUSG00000024392",189.978636156085,"Bag6","BCL2-associated athanogene 6"
"ENSMUSG00000024393",491.438431259243,"Prrc2a","proline-rich coiled-coil 2A"
"ENSMUSG00000024399",185.556243073888,"Ltb","lymphotoxin B"
"ENSMUSG00000024400",86.0523987244344,"Wdr33","WD repeat domain 33"
"ENSMUSG00000024401",4.97519221747265,"Tnf","tumor necrosis factor"
"ENSMUSG00000024402",15.4783757876927,"Lta","lymphotoxin A"
"ENSMUSG00000024403",4.238126703773,"Atp6v1g2","ATPase, H+ transporting, lysosomal V1 subunit G2"
"ENSMUSG00000024404",93.4230538614309,"Riok3","RIO kinase 3"
"ENSMUSG00000024410",56.9383109332982,"3110002H16Rik","RIKEN cDNA 3110002H16 gene"
"ENSMUSG00000024413",71.4953548288663,"Npc1","Niemann-Pick type C1"
"ENSMUSG00000024414",6.08079048802213,"Mrpl27","mitochondrial ribosomal protein L27"
"ENSMUSG00000024422",53.2529833647999,"Dhx16","DEAH (Asp-Glu-Ala-His) box polypeptide 16"
"ENSMUSG00000024423",36.3004765497079,"Impact","impact, RWD domain protein"
"ENSMUSG00000024424",2.94826205479861,"Ttc39c","tetratricopeptide repeat domain 39C"
"ENSMUSG00000024425",64.3089660702947,"Ndfip1","Nedd4 family interacting protein 1"
"ENSMUSG00000024426",17.6895723287917,"Atat1","alpha tubulin acetyltransferase 1"
"ENSMUSG00000024429",40.354336875056,"Gnl1","guanine nucleotide binding protein-like 1"
"ENSMUSG00000024430",2.02693016267404,"Cabyr","calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2)"
"ENSMUSG00000024431",185.924775830737,"Nr3c1","nuclear receptor subfamily 3, group C, member 1"
"ENSMUSG00000024436",7.92345427227126,"Mrps18b","mitochondrial ribosomal protein S18B"
"ENSMUSG00000024442",23.9546291952387,"0610009O20Rik","RIKEN cDNA 0610009O20 gene"
"ENSMUSG00000024446",19.7165024914657,"Rpp21","ribonuclease P 21 subunit"
"ENSMUSG00000024451",4.05386032534809,"Arap3","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
"ENSMUSG00000024454",62.4663022860455,"Hdac3","histone deacetylase 3"
"ENSMUSG00000024456",217.618592919822,"Diaph1","diaphanous related formin 1"
"ENSMUSG00000024457",135.251521763886,"Trim26","tripartite motif-containing 26"
"ENSMUSG00000024462",114.982220137146,"Gabbr1","gamma-aminobutyric acid (GABA) B receptor, 1"
"ENSMUSG00000024472",50.857520445276,"Dcp2","decapping mRNA 2"
"ENSMUSG00000024474",194.032496481433,"Ik","IK cytokine"
"ENSMUSG00000024477",13.4514456250187,"Pggt1b","protein geranylgeranyltransferase type I, beta subunit"
"ENSMUSG00000024480",28.9298214127114,"Ap3s1","adaptor-related protein complex 3, sigma 1 subunit"
"ENSMUSG00000024483",287.087017586015,"Ankhd1","ankyrin repeat and KH domain containing 1"
"ENSMUSG00000024487",34.0892800086089,"Yipf5","Yip1 domain family, member 5"
"ENSMUSG00000024491",110.007027919673,"Rbm27","RNA binding motif protein 27"
"ENSMUSG00000024493",43.3025989298546,"Lars","leucyl-tRNA synthetase"
"ENSMUSG00000024498",78.3132108305881,"Tcerg1","transcription elongation regulator 1 (CA150)"
"ENSMUSG00000024505",5.52799135274739,"Dtwd2","DTW domain containing 2"
"ENSMUSG00000024507",46.619393741503,"Hsd17b4","hydroxysteroid (17-beta) dehydrogenase 4"
"ENSMUSG00000024511",0.552799135274739,"Rab27b","RAB27B, member RAS oncogene family"
"ENSMUSG00000024513",185.187710317038,"Mbd2","methyl-CpG binding domain protein 2"
"ENSMUSG00000024515",134.514456250187,"Smad4","SMAD family member 4"
"ENSMUSG00000024516",42.0127342808802,"Sec11c","SEC11 homolog C, signal peptidase complex subunit"
"ENSMUSG00000024521",8.29198702912109,"Pmaip1","phorbol-12-myristate-13-acetate-induced protein 1"
"ENSMUSG00000024524",16.2154413013924,"Gnal","guanine nucleotide binding protein, alpha stimulating, olfactory type"
"ENSMUSG00000024525",5.71225773117231,"Impa2","inositol (myo)-1(or 4)-monophosphatase 2"
"ENSMUSG00000024527",33.5364808733342,"Afg3l2","AFG3-like AAA ATPase 2"
"ENSMUSG00000024528",16.5839740582422,"Srfbp1","serum response factor binding protein 1"
"ENSMUSG00000024533",0.552799135274739,"Spire1","spire homolog 1 (Drosophila)"
"ENSMUSG00000024537",11.4245154623446,"Psmg2","proteasome (prosome, macropain) assembly chaperone 2"
"ENSMUSG00000024538",3.50106119007335,"Ppic","peptidylprolyl isomerase C"
"ENSMUSG00000024539",51.2260532021258,"Ptpn2","protein tyrosine phosphatase, non-receptor type 2"
"ENSMUSG00000024542",127.14380111319,"Cep192","centrosomal protein 192"
"ENSMUSG00000024544",49.3833894178767,"Ldlrad4","low density lipoprotein receptor class A domain containing 4"
"ENSMUSG00000024548",0.737065513699652,"Setbp1","SET binding protein 1"
"ENSMUSG00000024556",67.4414945035182,"Me2","malic enzyme 2, NAD(+)-dependent, mitochondrial"
"ENSMUSG00000024560",117.746215813519,"Cxxc1","CXXC finger 1 (PHD domain)"
"ENSMUSG00000024561",72.2324203425659,"Mbd1","methyl-CpG binding domain protein 1"
"ENSMUSG00000024563",40.5386032534809,"Smad2","SMAD family member 2"
"ENSMUSG00000024566",78.6817435874379,"Atp9b","ATPase, class II, type 9B"
"ENSMUSG00000024570",26.9028912500373,"Rbfa","ribosome binding factor A"
"ENSMUSG00000024571",49.9361885531515,NA,NA
"ENSMUSG00000024576",211.16926967495,"Csnk1a1","casein kinase 1, alpha 1"
"ENSMUSG00000024579",4.42239308219791,"Pcyox1l","prenylcysteine oxidase 1 like"
"ENSMUSG00000024580",22.4804981678394,"Grpel2","GrpE-like 2, mitochondrial"
"ENSMUSG00000024581",46.4351273630781,"Napg","N-ethylmaleimide sensitive fusion protein attachment protein gamma"
"ENSMUSG00000024583",40.9071360103307,"Txnl1","thioredoxin-like 1"
"ENSMUSG00000024587",87.1579969949839,"Nars","asparaginyl-tRNA synthetase"
"ENSMUSG00000024588",24.5074283305134,"Fech","ferrochelatase"
"ENSMUSG00000024589",21.5591662757148,"Nedd4l","neural precursor cell expressed, developmentally down-regulated gene 4-like"
"ENSMUSG00000024590",30.9567515753854,"Lmnb1","lamin B1"
"ENSMUSG00000024592",5.52799135274739,"C330018D20Rik","RIKEN cDNA C330018D20 gene"
"ENSMUSG00000024594",21.3748998972899,"Prrc1","proline-rich coiled-coil 1"
"ENSMUSG00000024597",17.3210395719418,"Slc12a2","solute carrier family 12, member 2"
"ENSMUSG00000024601",26.5343584931875,"Isoc1","isochorismatase domain containing 1"
"ENSMUSG00000024603",69.0998919093424,"Dctn4","dynactin 4"
"ENSMUSG00000024604",112.218224460772,"Rbm22","RNA binding motif protein 22"
"ENSMUSG00000024608",726.193797372583,"Rps14","ribosomal protein S14"
"ENSMUSG00000024610",147.228836361506,"Cd74","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"
"ENSMUSG00000024613",162.154413013924,"Tcof1","treacle ribosome biogenesis factor 1"
"ENSMUSG00000024614",51.4103195805508,"Tmx3","thioredoxin-related transmembrane protein 3"
"ENSMUSG00000024617",1.28986464897439,"Camk2a","calcium/calmodulin-dependent protein kinase II alpha"
"ENSMUSG00000024620",1.84266378424913,"Pdgfrb","platelet derived growth factor receptor, beta polypeptide"
"ENSMUSG00000024621",4.238126703773,"Csf1r","colony stimulating factor 1 receptor"
"ENSMUSG00000024622",33.7207472517591,"Hmgxb3","HMG box domain containing 3"
"ENSMUSG00000024639",16.7682404366671,"Gnaq","guanine nucleotide binding protein, alpha q polypeptide"
"ENSMUSG00000024640",18.979436977766,"Psat1","phosphoserine aminotransferase 1"
"ENSMUSG00000024642",87.7107961302586,"Tle4","transducin-like enhancer of split 4"
"ENSMUSG00000024644",30.9567515753854,"Cndp2","CNDP dipeptidase 2 (metallopeptidase M20 family)"
"ENSMUSG00000024645",14.741310273993,"Timm21","tranlocase of inner mitochondrial membrane 21"
"ENSMUSG00000024646",50.857520445276,"Cyb5a","cytochrome b5 type A (microsomal)"
"ENSMUSG00000024654",19.9007688698906,"Asrgl1","asparaginase like 1"
"ENSMUSG00000024659",1.65839740582422,"Anxa1","annexin A1"
"ENSMUSG00000024660",31.5095507106601,"Incenp","inner centromere protein"
"ENSMUSG00000024661",646.406455514595,"Fth1","ferritin heavy polypeptide 1"
"ENSMUSG00000024663",0.552799135274739,"Rab3il1","RAB3A interacting protein (rabin3)-like 1"
"ENSMUSG00000024665",1.65839740582422,"Fads2","fatty acid desaturase 2"
"ENSMUSG00000024666",6.08079048802213,"Tmem138","transmembrane protein 138"
"ENSMUSG00000024667",4.60665946062283,"Tmem216","transmembrane protein 216"
"ENSMUSG00000024668",38.8802058476567,"Sdhaf2","succinate dehydrogenase complex assembly factor 2"
"ENSMUSG00000024669",238.809226438687,"Cd5","CD5 antigen"
"ENSMUSG00000024670",204.719946430078,"Cd6","CD6 antigen"
"ENSMUSG00000024673",15.4783757876927,"Ms4a1","membrane-spanning 4-domains, subfamily A, member 1"
"ENSMUSG00000024675",9.21331892124565,"Ms4a4c","membrane-spanning 4-domains, subfamily A, member 4C"
"ENSMUSG00000024677",653.408577894742,"Ms4a6b","membrane-spanning 4-domains, subfamily A, member 6B"
"ENSMUSG00000024678",1.84266378424913,"Ms4a4d","membrane-spanning 4-domains, subfamily A, member 4D"
"ENSMUSG00000024679",0.552799135274739,"Ms4a6d","membrane-spanning 4-domains, subfamily A, member 6D"
"ENSMUSG00000024680",0.737065513699652,"Ms4a2","membrane-spanning 4-domains, subfamily A, member 2"
"ENSMUSG00000024681",0.552799135274739,"Ms4a3","membrane-spanning 4-domains, subfamily A, member 3"
"ENSMUSG00000024683",5.89652410959722,"Mrpl16","mitochondrial ribosomal protein L16"
"ENSMUSG00000024687",90.4747918066323,"Osbp","oxysterol binding protein"
"ENSMUSG00000024691",30.4039524401107,"Fam111a","family with sequence similarity 111, member A"
"ENSMUSG00000024695",158.284819067,"Zfp91","zinc finger protein 91"
"ENSMUSG00000024696",86.0523987244344,"Lpxn","leupaxin"
"ENSMUSG00000024712",33.5364808733342,"Rfk","riboflavin kinase"
"ENSMUSG00000024725",79.0502763442877,"Ostf1","osteoclast stimulating factor 1"
"ENSMUSG00000024726",4.79092583904774,"Carnmt1","carnosine N-methyltransferase 1"
"ENSMUSG00000024727",1.10559827054948,"Trpm6","transient receptor potential cation channel, subfamily M, member 6"
"ENSMUSG00000024732",10.8717163270699,"Ccdc86","coiled-coil domain containing 86"
"ENSMUSG00000024735",52.3316514726753,"Prpf19","pre-mRNA processing factor 19"
"ENSMUSG00000024737",3.86959394692318,"Slc15a3","solute carrier family 15, member 3"
"ENSMUSG00000024740",228.490309246892,"Ddb1","damage specific DNA binding protein 1"
"ENSMUSG00000024742",1.10559827054948,"Fen1","flap structure specific endonuclease 1"
"ENSMUSG00000024750",46.8036601199279,"Zfand5","zinc finger, AN1-type domain 5"
"ENSMUSG00000024754",9.76611805652039,"Tmem2","transmembrane protein 2"
"ENSMUSG00000024758",140.779513116634,"Rtn3","reticulon 3"
"ENSMUSG00000024759",168.603736258795,"Atl3","atlastin GTPase 3"
"ENSMUSG00000024764",38.143140333957,"Naa40","N(alpha)-acetyltransferase 40, NatD catalytic subunit"
"ENSMUSG00000024766",7.55492151542144,"Lipo3","lipase, member O3"
"ENSMUSG00000024767",65.5988307192691,"Otub1","OTU domain, ubiquitin aldehyde binding 1"
"ENSMUSG00000024769",7.18638875857161,"Cdc42bpg","CDC42 binding protein kinase gamma (DMPK-like)"
"ENSMUSG00000024772",23.401830059964,"Ehd1","EH-domain containing 1"
"ENSMUSG00000024773",179.475452585865,"Atg2a","autophagy related 2A"
"ENSMUSG00000024776",58.4124419606975,"Stambpl1","STAM binding protein like 1"
"ENSMUSG00000024777",17.8738387072166,"Ppp2r5b","protein phosphatase 2, regulatory subunit B', beta"
"ENSMUSG00000024778",18.4266378424913,"Fas","Fas (TNF receptor superfamily member 6)"
"ENSMUSG00000024780",68.1785600172178,"Cdc37l1","cell division cycle 37-like 1"
"ENSMUSG00000024781",107.795831378574,"Lipa","lysosomal acid lipase A"
"ENSMUSG00000024782",28.9298214127114,"Ak3","adenylate kinase 3"
"ENSMUSG00000024785",14.1885111387183,"Rcl1","RNA terminal phosphate cyclase-like 1"
"ENSMUSG00000024787",17.8738387072166,"Snx15","sorting nexin 15"
"ENSMUSG00000024789",255.39320049693,"Jak2","Janus kinase 2"
"ENSMUSG00000024790",4.42239308219791,"Sac3d1","SAC3 domain containing 1"
"ENSMUSG00000024791",1.4741310273993,"Cdca5","cell division cycle associated 5"
"ENSMUSG00000024792",18.979436977766,"Zfpl1","zinc finger like protein 1"
"ENSMUSG00000024793",43.4868653082795,"Tnfrsf25","tumor necrosis factor receptor superfamily, member 25"
"ENSMUSG00000024795",20.0850352483155,"Kif20b","kinesin family member 20B"
"ENSMUSG00000024797",18.2423714640664,"Vps51","VPS51 GARP complex subunit"
"ENSMUSG00000024799",3.31679481164844,"Tm7sf2","transmembrane 7 superfamily member 2"
"ENSMUSG00000024800",12.3458473544692,"Rpp30","ribonuclease P/MRP 30 subunit"
"ENSMUSG00000024805",38.8802058476567,"Pcgf5","polycomb group ring finger 5"
"ENSMUSG00000024807",54.7271143921992,"Syvn1","synovial apoptosis inhibitor 1, synoviolin"
"ENSMUSG00000024811",224.989248056819,"Tnks2","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"
"ENSMUSG00000024812",8.476253407546,"Tjp2","tight junction protein 2"
"ENSMUSG00000024816",188.504505128686,"Frmd8","FERM domain containing 8"
"ENSMUSG00000024817",111.481158947072,"Uhrf2","ubiquitin-like, containing PHD and RING finger domains 2"
"ENSMUSG00000024818",39.0644722260816,"Slc25a45","solute carrier family 25, member 45"
"ENSMUSG00000024824",39.4330049829314,"Rad9a","RAD9 checkpoint clamp component A"
"ENSMUSG00000024826",94.8971848888303,"Dpf2","D4, zinc and double PHD fingers family 2"
"ENSMUSG00000024827",0.552799135274739,"Gldc","glycine decarboxylase"
"ENSMUSG00000024829",14.741310273993,"Mrpl21","mitochondrial ribosomal protein L21"
"ENSMUSG00000024830",23.0332973031141,"Rps6kb2","ribosomal protein S6 kinase, polypeptide 2"
"ENSMUSG00000024831",17.1367731935169,"Ighmbp2","immunoglobulin mu binding protein 2"
"ENSMUSG00000024833",37.0375420634075,"Pola2","polymerase (DNA directed), alpha 2"
"ENSMUSG00000024835",128.986464897439,"Coro1b","coronin, actin binding protein 1B"
"ENSMUSG00000024841",35.3791446575833,"Eif1ad","eukaryotic translation initiation factor 1A domain containing"
"ENSMUSG00000024842",2.21119654109896,"Cabp4","calcium binding protein 4"
"ENSMUSG00000024843",16.7682404366671,"Chka","choline kinase alpha"
"ENSMUSG00000024844",35.3791446575833,"Banf1","barrier to autointegration factor 1"
"ENSMUSG00000024845",74.25935050524,NA,NA
"ENSMUSG00000024847",58.2281755822725,"Aip","aryl-hydrocarbon receptor-interacting protein"
"ENSMUSG00000024851",308.646183861729,"Pitpnm1","phosphatidylinositol transfer protein, membrane-associated 1"
"ENSMUSG00000024853",220.198322217771,"Sf3b2","splicing factor 3b, subunit 2"
"ENSMUSG00000024854",46.0665946062283,"Pold4","polymerase (DNA-directed), delta 4"
"ENSMUSG00000024855",186.293308587587,"Pacs1","phosphofurin acidic cluster sorting protein 1"
"ENSMUSG00000024856",54.9113807706241,"Cdk2ap2","CDK2-associated protein 2"
"ENSMUSG00000024858",408.150028211183,"Grk2","G protein-coupled receptor kinase 2"
"ENSMUSG00000024862",22.2962317894145,"Klc2","kinesin light chain 2"
"ENSMUSG00000024867",1.65839740582422,"Pip5k1b","phosphatidylinositol-4-phosphate 5-kinase, type 1 beta"
"ENSMUSG00000024869",1.84266378424913,"Nudt8","nudix (nucleoside diphosphate linked moiety X)-type motif 8"
"ENSMUSG00000024870",81.8142720206614,"Rab1b","RAB1B, member RAS oncogene family"
"ENSMUSG00000024871",1.10559827054948,"Doc2g","double C2, gamma"
"ENSMUSG00000024873",1.84266378424913,"Cnih2","cornichon family AMPA receptor auxiliary protein 2"
"ENSMUSG00000024875",18.2423714640664,"Yif1a","Yip1 interacting factor homolog A (S. cerevisiae)"
"ENSMUSG00000024878",7.55492151542144,"Cbwd1","COBW domain containing 1"
"ENSMUSG00000024883",0.921331892124566,"Rin1","Ras and Rab interactor 1"
"ENSMUSG00000024885",2.21119654109896,"Aldh3b1","aldehyde dehydrogenase 3 family, member B1"
"ENSMUSG00000024887",4.79092583904774,"Asah2","N-acylsphingosine amidohydrolase 2"
"ENSMUSG00000024889",19.7165024914657,"Rce1","Ras converting CAAX endopeptidase 1"
"ENSMUSG00000024891",1.10559827054948,"Slc29a2","solute carrier family 29 (nucleoside transporters), member 2"
"ENSMUSG00000024892",1.65839740582422,"Pcx","pyruvate carboxylase"
"ENSMUSG00000024896",27.8242231421619,"Minpp1","multiple inositol polyphosphate histidine phosphatase 1"
"ENSMUSG00000024897",1.28986464897439,"Apba1","amyloid beta (A4) precursor protein binding, family A, member 1"
"ENSMUSG00000024899",0.921331892124566,"Papss2","3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"ENSMUSG00000024900",85.3153332107348,"Cpt1a","carnitine palmitoyltransferase 1a, liver"
"ENSMUSG00000024901",0.921331892124566,"Peli3","pellino 3"
"ENSMUSG00000024902",7.0021223801467,"Mrpl11","mitochondrial ribosomal protein L11"
"ENSMUSG00000024906",13.6357120034436,"Mus81","MUS81 structure-specific endonuclease subunit"
"ENSMUSG00000024908",202.50874988898,"Ppp6r3","protein phosphatase 6, regulatory subunit 3"
"ENSMUSG00000024909",0.552799135274739,"Efemp2","epidermal growth factor-containing fibulin-like extracellular matrix protein 2"
"ENSMUSG00000024910",28.9298214127114,"Ctsw","cathepsin W"
"ENSMUSG00000024911",28.0084895205868,"Fibp","fibroblast growth factor (acidic) intracellular binding protein"
"ENSMUSG00000024912",1.28986464897439,"Fosl1","fos-like antigen 1"
"ENSMUSG00000024913",7.73918789384635,"Lrp5","low density lipoprotein receptor-related protein 5"
"ENSMUSG00000024914",57.306843690148,"Drap1","Dr1 associated protein 1 (negative cofactor 2 alpha)"
"ENSMUSG00000024921",170.63066642147,"Smarca2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
"ENSMUSG00000024925",4.238126703773,"Rnaseh2c","ribonuclease H2, subunit C"
"ENSMUSG00000024926",29.666886926411,"Kat5","K(lysine) acetyltransferase 5"
"ENSMUSG00000024927",170.814932799894,"Rela","v-rel reticuloendotheliosis viral oncogene homolog A (avian)"
"ENSMUSG00000024936",0.552799135274739,"Kcnk7","potassium channel, subfamily K, member 7"
"ENSMUSG00000024937",24.1388955736636,"Ehbp1l1","EH domain binding protein 1-like 1"
"ENSMUSG00000024940",1.10559827054948,"Ltbp3","latent transforming growth factor beta binding protein 3"
"ENSMUSG00000024941",44.9609963356788,"Scyl1","SCY1-like 1 (S. cerevisiae)"
"ENSMUSG00000024942",109.269962405973,"Capn1","calpain 1"
"ENSMUSG00000024943",72.7852194778407,"Smc5","structural maintenance of chromosomes 5"
"ENSMUSG00000024944",8.84478616439583,"Arl2","ADP-ribosylation factor-like 2"
"ENSMUSG00000024947",49.1991230394518,"Men1","multiple endocrine neoplasia 1"
"ENSMUSG00000024948",453.848090060561,"Map4k2","mitogen-activated protein kinase kinase kinase kinase 2"
"ENSMUSG00000024949",418.100412646128,"Sf1","splicing factor 1"
"ENSMUSG00000024952",23.9546291952387,"Rps6ka4","ribosomal protein S6 kinase, polypeptide 4"
"ENSMUSG00000024953",23.9546291952387,"Prdx5","peroxiredoxin 5"
"ENSMUSG00000024955",7.37065513699652,"Esrra","estrogen related receptor, alpha"
"ENSMUSG00000024958",10.8717163270699,"Gpr137","G protein-coupled receptor 137"
"ENSMUSG00000024959",2.21119654109896,"Bad","BCL2-associated agonist of cell death"
"ENSMUSG00000024960",17.1367731935169,"Plcb3","phospholipase C, beta 3"
"ENSMUSG00000024962",9.21331892124565,"Vegfb","vascular endothelial growth factor B"
"ENSMUSG00000024963",11.2402490839197,"Dnajc4","DnaJ heat shock protein family (Hsp40) member C4"
"ENSMUSG00000024965",106.690233108025,"Fermt3","fermitin family member 3"
"ENSMUSG00000024966",114.613687380296,"Stip1","stress-induced phosphoprotein 1"
"ENSMUSG00000024968",0.737065513699652,"Rcor2","REST corepressor 2"
"ENSMUSG00000024969",203.245815402679,"Mark2","MAP/microtubule affinity regulating kinase 2"
"ENSMUSG00000024970",15.6626421661176,"AI846148","expressed sequence AI846148"
"ENSMUSG00000024974",150.545631173154,"Smc3","structural maintenance of chromosomes 3"
"ENSMUSG00000024975",207.852474863302,"Pdcd4","programmed cell death 4"
"ENSMUSG00000024976",81.0772065069618,"Shoc2","soc-2 (suppressor of clear) homolog (C. elegans)"
"ENSMUSG00000024978",4.238126703773,"Gpam","glycerol-3-phosphate acyltransferase, mitochondrial"
"ENSMUSG00000024981",26.1658257363377,"Acsl5","acyl-CoA synthetase long-chain family member 5"
"ENSMUSG00000024982",29.666886926411,"Zdhhc6","zinc finger, DHHC domain containing 6"
"ENSMUSG00000024983",25.6130266010629,"Vti1a","vesicle transport through interaction with t-SNAREs 1A"
"ENSMUSG00000024985",0.737065513699652,"Tcf7l2","transcription factor 7 like 2, T cell specific, HMG box"
"ENSMUSG00000024986",1.10559827054948,"Hhex","hematopoietically expressed homeobox"
"ENSMUSG00000024989",2.94826205479861,"Cep55","centrosomal protein 55"
"ENSMUSG00000024991",289.851013262388,"Eif3a","eukaryotic translation initiation factor 3, subunit A"
"ENSMUSG00000024993",39.8015377397812,"Fam45a","family with sequence similarity 45, member A"
"ENSMUSG00000024997",29.4826205479861,"Prdx3","peroxiredoxin 3"
"ENSMUSG00000024999",17.3210395719418,"Noc3l","NOC3 like DNA replication regulator"
"ENSMUSG00000025001",11.4245154623446,"Hells","helicase, lymphoid specific"
"ENSMUSG00000025006",11.0559827054948,"Sorbs1","sorbin and SH3 domain containing 1"
"ENSMUSG00000025007",42.7497997945798,"Aldh18a1","aldehyde dehydrogenase 18 family, member A1"
"ENSMUSG00000025008",6.81785600172179,"Tctn3","tectonic family member 3"
"ENSMUSG00000025010",6.44932324487196,"Ccnj","cyclin J"
"ENSMUSG00000025014",6.63358962329687,"Dntt","deoxynucleotidyltransferase, terminal"
"ENSMUSG00000025016",150.914163930004,"Tm9sf3","transmembrane 9 superfamily member 3"
"ENSMUSG00000025017",2.57972929794878,"Pik3ap1","phosphoinositide-3-kinase adaptor protein 1"
"ENSMUSG00000025019",24.1388955736636,"Lcor","ligand dependent nuclear receptor corepressor"
"ENSMUSG00000025020",0.552799135274739,"Slit1","slit homolog 1 (Drosophila)"
"ENSMUSG00000025024",63.0191014213203,"Smndc1","survival motor neuron domain containing 1"
"ENSMUSG00000025025",39.9858041182061,"Mxi1","MAX interactor 1, dimerization protein"
"ENSMUSG00000025026",351.027450899459,"Add3","adducin 3 (gamma)"
"ENSMUSG00000025027",23.0332973031141,"Xpnpep1","X-prolyl aminopeptidase (aminopeptidase P) 1, soluble"
"ENSMUSG00000025034",44.2239308219791,"Trim8","tripartite motif-containing 8"
"ENSMUSG00000025035",9.76611805652039,"Arl3","ADP-ribosylation factor-like 3"
"ENSMUSG00000025036",11.4245154623446,"Sfxn2","sideroflexin 2"
"ENSMUSG00000025040",10.3189171917951,"Fundc1","FUN14 domain containing 1"
"ENSMUSG00000025041",25.428760222638,"Nt5c2","5'-nucleotidase, cytosolic II"
"ENSMUSG00000025047",44.0396644435542,"Pdcd11","programmed cell death 11"
"ENSMUSG00000025049",16.7682404366671,"Taf5","TATA-box binding protein associated factor 5"
"ENSMUSG00000025050",14.0042447602934,"Pcgf6","polycomb group ring finger 6"
"ENSMUSG00000025058",2.39546291952387,"5430427O19Rik","RIKEN cDNA 5430427O19 gene"
"ENSMUSG00000025059",2.94826205479861,"Gk","glycerol kinase"
"ENSMUSG00000025060",178.554120693741,"Slk","STE20-like kinase"
"ENSMUSG00000025066",62.2820359076206,"Sfr1","SWI5 dependent recombination repair 1"
"ENSMUSG00000025068",8.84478616439583,"Gsto1","glutathione S-transferase omega 1"
"ENSMUSG00000025069",0.737065513699652,"Gsto2","glutathione S-transferase omega 2"
"ENSMUSG00000025076",5.34372497432248,"Casp7","caspase 7"
"ENSMUSG00000025077",4.42239308219791,"Dclre1a","DNA cross-link repair 1A"
"ENSMUSG00000025078",28.3770222774366,"Nhlrc2","NHL repeat containing 2"
"ENSMUSG00000025085",1001.85629949625,"Ablim1","actin-binding LIM protein 1"
"ENSMUSG00000025086",11.9773145976194,"Trub1","TruB pseudouridine (psi) synthase family member 1"
"ENSMUSG00000025094",13.8199783818685,"Slc18a2","solute carrier family 18 (vesicular monoamine), member 2"
"ENSMUSG00000025102",12.8986464897439,"3110040N11Rik","RIKEN cDNA 3110040N11 gene"
"ENSMUSG00000025103",43.1183325514297,"Btbd1","BTB (POZ) domain containing 1"
"ENSMUSG00000025104",22.1119654109896,"Hdgfrp3","hepatoma-derived growth factor, related protein 3"
"ENSMUSG00000025130",127.14380111319,"P4hb","prolyl 4-hydroxylase, beta polypeptide"
"ENSMUSG00000025132",393.40871793719,"Arhgdia","Rho GDP dissociation inhibitor (GDI) alpha"
"ENSMUSG00000025133",39.2487386045065,"Ints4","integrator complex subunit 4"
"ENSMUSG00000025134",25.9815593579127,"Alyref","Aly/REF export factor"
"ENSMUSG00000025135",19.5322361130408,"Anapc11","anaphase promoting complex subunit 11"
"ENSMUSG00000025137",48.830590282602,"Pcyt2","phosphate cytidylyltransferase 2, ethanolamine"
"ENSMUSG00000025138",74.0750841268151,"Sirt7","sirtuin 7"
"ENSMUSG00000025139",47.3564592552027,"Tollip","toll interacting protein"
"ENSMUSG00000025140",3.13252843322352,"Pycr1","pyrroline-5-carboxylate reductase 1"
"ENSMUSG00000025142",46.2508609846532,"Aspscr1","alveolar soft part sarcoma chromosome region, candidate 1 (human)"
"ENSMUSG00000025144",16.5839740582422,"Cenpx","centromere protein X"
