"","mouse_tg_2_204.counts","mouse_tg_2_205.counts","mouse_tg_2_226.counts","mouse_tg_2_227.counts","avg","Symbol","Name"
"ENSMUSG00000021520",65.2167675592205,64.7789263950064,63.3523909868509,82.5596269225847,275.907711863662,"Uqcrb","ubiquinol-cytochrome c reductase binding protein"
"ENSMUSG00000021532",11.8904926980743,11.7388756560211,12.4646931686426,12.334605615924,48.428667138662,"Fastkd3","FAST kinase domains 3"
"ENSMUSG00000021534",7.00505113299594,8.17419090183667,7.32006745045284,8.90832627816734,31.4076357634528,"1700001L19Rik","RIKEN cDNA 1700001L19 gene"
"ENSMUSG00000021536",61.2101884979128,67.390979878676,61.735508618277,63.208001222935,253.544678217801,"Adcy2","adenylate cyclase 2"
"ENSMUSG00000021537",33.6811130121539,26.4892953285083,29.2214740793178,29.2193101923889,118.611192612369,"Cetn3","centrin 3"
"ENSMUSG00000021540",48.3374377073889,47.2320729929434,51.5638486268847,45.8025021871312,192.935861514348,"Smad5","SMAD family member 5"
"ENSMUSG00000021541",2.14545846508732,1.87453250004525,2.0578502872759,1.80907549033552,7.88691674274399,"Trpc7","transient receptor potential cation channel, subfamily C, member 7"
"ENSMUSG00000021546",270.715500058548,255.151530293044,242.326570257361,233.507789426792,1001.70139003575,"Hnrnpk","heterogeneous nuclear ribonucleoprotein K"
"ENSMUSG00000021548",33.5260196291355,25.7517743448839,33.0137981801548,29.4111818353032,121.702773989477,"Ccnh","cyclin H"
"ENSMUSG00000021549",38.6957990630809,29.1013488121779,38.6875854007869,24.0661860684028,130.550919344449,"Rasa1","RAS p21 protein activator 1"
"ENSMUSG00000021550",23.2898563499238,26.4892953285083,21.2840515426822,27.8487984572862,98.9120016784004,"2210016F16Rik","RIKEN cDNA 2210016F16 gene"
"ENSMUSG00000021552",25.1251280489744,17.0859027872977,21.5486322939034,20.8865988429647,84.6462619731401,"Gkap1","G kinase anchoring protein 1"
"ENSMUSG00000021555",50.0176160234212,48.1847042634582,50.4467298995063,57.53408263961,206.183132825996,"Naa35","N(alpha)-acetyltransferase 35, NatC auxiliary subunit"
"ENSMUSG00000021556",13.7516132942946,13.1831875822854,14.1403712597101,11.5671190442665,52.6422911805567,"Golm1","golgi membrane protein 1"
"ENSMUSG00000021557",145.555139962731,144.953603323171,160.688709575001,119.536033535655,570.733486396558,"Agtpbp1","ATP/GTP binding protein 1"
"ENSMUSG00000021559",24.9441857687863,23.2319109841674,27.1636237920419,21.2977523634955,96.637472908491,"Dapk1","death associated protein kinase 1"
"ENSMUSG00000021565",1.29244485848634,0.768251024608709,0.970129421144353,0.685255867551334,3.71608117179073,"Slc6a19","solute carrier family 6 (neurotransmitter transporter), member 19"
"ENSMUSG00000021567",11.0116301943036,10.7555143445219,9.28972415398835,10.8270427073111,41.8839114001249,"Nkd2","naked cuticle 2 homolog (Drosophila)"
"ENSMUSG00000021569",0.723769120752348,0.706790942640012,0.382172196208381,0.49338422463696,2.3061164842377,"Trip13","thyroid hormone receptor interactor 13"
"ENSMUSG00000021572",4.49770810753245,3.13446418040353,3.61593693335622,2.71361323550328,13.9617224567955,"Cep72","centrosomal protein 72"
"ENSMUSG00000021573",431.831676117454,312.954737384604,413.186939823754,291.151513005211,1449.12486633102,"Tppp","tubulin polymerization promoting protein"
"ENSMUSG00000021575",0.542826840564261,0.338030450827832,0.529161502442374,0.109640938808213,1.51965973264268,"Ahrr","aryl-hydrocarbon receptor repressor"
"ENSMUSG00000021576",67.4914705101564,62.2897930752741,67.4974894226495,78.064348431448,275.343101439528,"Pdcd6","programmed cell death 6"
"ENSMUSG00000021577",574.284948419818,686.294005303452,587.281074127295,634.656574291343,2482.51660214191,"Sdha","succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"
"ENSMUSG00000021578",55.0323020743482,53.6853815996566,54.1802582778498,52.7098813320486,215.607823283903,"Ccdc127","coiled-coil domain containing 127"
"ENSMUSG00000021583",13.7516132942946,13.8899785249255,14.1697691209569,8.96314674757145,50.7745076877484,"Erap1","endoplasmic reticulum aminopeptidase 1"
"ENSMUSG00000021585",25.8747460668964,24.7069529514161,27.869172461965,18.2552163115675,96.7060877918451,"Cast","calpastatin"
"ENSMUSG00000021587",25.823048272557,24.0616220907448,21.8132130451245,16.1994487089135,87.8973321173398,"Pcsk1","proprotein convertase subtilisin/kexin type 1"
"ENSMUSG00000021589",51.8787366196415,43.9746886486025,58.5899374648695,32.371487183125,186.814849916239,"Rhobtb3","Rho-related BTB domain containing 3"
"ENSMUSG00000021590",1.62848052169278,1.32139176232698,1.44049520109313,1.39792196980472,5.78828945491761,"Spata9","spermatogenesis associated 9"
"ENSMUSG00000021591",51.9562833111507,54.2385223373749,47.5363416360733,50.0510885659494,203.782235850548,"Glrx","glutaredoxin"
"ENSMUSG00000021592",13.6740666027854,13.0295373773637,13.0232525323318,12.1427339730096,51.8695904854905,"Arsk","arylsulfatase K"
"ENSMUSG00000021594",30.9411299121629,16.3483818036733,17.5211253030919,21.6814956493242,86.4921326682523,"Srd5a1","steroid 5 alpha-reductase 1"
"ENSMUSG00000021595",95.0722437902548,120.676870945536,91.515542061284,111.778937114974,419.043593912048,"Nsun2","NOL1/NOP2/Sun domain family member 2"
"ENSMUSG00000021596",10.5980478395879,9.58777278711669,11.8473380824598,6.22212327736611,38.2552819865306,"Mctp1","multiple C2 domains, transmembrane 1"
"ENSMUSG00000021597",10.9082346056247,6.4840386476975,9.49550918271594,6.13989257325995,33.0276750092981,"Slf1","SMC5-SMC6 complex localization factor 1"
"ENSMUSG00000021606",53.2228792724673,63.2424243457889,54.297849722837,83.6286260759648,254.391779417058,"Ndufs6","NADH dehydrogenase (ubiquinone) Fe-S protein 6"
"ENSMUSG00000021607",21.8681670055888,24.9220632383065,25.105773504766,31.6314108461696,103.527414594831,"Mrpl36","mitochondrial ribosomal protein L36"
"ENSMUSG00000021608",34.4565799272457,37.7364903287798,34.2485083525203,38.4839695216829,144.925548130229,"Lpcat1","lysophosphatidylcholine acyltransferase 1"
"ENSMUSG00000021610",95.5633728364796,96.3079484449478,87.1940564580046,103.363995061443,382.429372800875,"Clptm1l","CLPTM1-like"
"ENSMUSG00000021613",16.2589563197581,9.61850282810104,15.1105006808545,8.82609557406118,49.8140554027748,"Hapln1","hyaluronan and proteoglycan link protein 1"
"ENSMUSG00000021614",34.6375222074338,19.4213859021082,26.5462687058591,17.0217557499751,97.6269325653762,"Vcan","versican"
"ENSMUSG00000021615",8.06485591695473,7.74397032805579,8.08441184286961,9.01796721697555,32.9112053048557,"Xrcc4","X-ray repair complementing defective repair in Chinese hamster cells 4"
"ENSMUSG00000021619",12.9244485848634,12.9373472544107,10.9066065225623,10.8270427073111,47.5954450691474,"Atg10","autophagy related 10"
"ENSMUSG00000021621",7.08259782450512,4.97826663946443,8.96634768027356,7.59263501246878,28.6198471567119,"Zcchc9","zinc finger, CCHC domain containing 9"
"ENSMUSG00000021624",3.12771655753693,3.04227405745049,1.46989306233993,1.72684478622936,9.36672846355671,"Cd180","CD180 antigen"
"ENSMUSG00000021629",44.8478365894758,36.3229084434998,43.1266624490535,39.032174215724,163.329581697753,"Slc30a5","solute carrier family 30 (zinc transporter), member 5"
"ENSMUSG00000021635",14.475382415047,11.5852254510993,14.2285648434505,13.7599378204308,54.0491105300276,"Rad17","RAD17 checkpoint clamp loader component"
"ENSMUSG00000021636",2.19715625942677,1.9667226229983,2.23423745475669,2.38469041907864,8.7828067562604,"Marveld2","MARVEL (membrane-associating) domain containing 2"
"ENSMUSG00000021638",11.5027592405284,11.9232559019272,12.111918833681,8.44235228823243,43.980286264369,"Ocln","occludin"
"ENSMUSG00000021639",23.7809853961486,18.2843743856873,20.9900729302142,21.3251625981975,84.3805953102475,"Gtf2h2","general transcription factor II H, polypeptide 2"
"ENSMUSG00000021643",5.58336178866097,4.51731602469921,6.61451878052968,6.5784563284928,23.2936529223827,"Serf1","small EDRK-rich factor 1"
"ENSMUSG00000021645",9.79673202732642,11.1550048773185,10.2598535751327,14.5548346267903,45.7664251065679,"Smn1","survival motor neuron 1"
"ENSMUSG00000021646",24.8666390772771,27.0117060252422,22.9009339112561,26.5879276609918,101.367206674767,"Mccc2","methylcrotonoyl-Coenzyme A carboxylase 2 (beta)"
"ENSMUSG00000021647",10.029372101854,12.4456665986611,8.78996051279277,13.5954764122185,44.8604756255263,"Cartpt","CART prepropeptide"
"ENSMUSG00000021650",36.2918516262963,43.1757075830094,39.2461447644761,48.1597823715077,166.87348634529,"Ptcd2","pentatricopeptide repeat domain 2"
"ENSMUSG00000021660",81.0621415242629,93.9724653301373,75.5231055430255,97.4159741310976,347.973686528523,"Btf3","basic transcription factor 3"
"ENSMUSG00000021661",20.0070464093685,15.6723209020177,20.284524260291,17.7618320869306,73.7257236586077,"Ankra2","ankyrin repeat, family A (RFXANK-like), 2"
"ENSMUSG00000021662",45.8042457847557,39.7032129517781,44.8317384013678,42.9518377781176,173.291034916019,"Arhgef28","Rho guanine nucleotide exchange factor (GEF) 28"
"ENSMUSG00000021665",106.471607442104,126.577038814531,102.657331473821,94.4830790179779,430.189056748434,"Hexb","hexosaminidase B"
"ENSMUSG00000021666",27.5032265885892,26.4892953285083,35.6890035536135,35.2769720615427,124.958497532254,"Gfm2","G elongation factor, mitochondrial 2"
"ENSMUSG00000021668",10.1069187933631,8.57368143463319,11.8473380824598,6.74291773670512,37.2708560471613,"Polk","polymerase (DNA directed), kappa"
"ENSMUSG00000021669",112.804587248687,98.6741616007426,124.852716715154,72.8564038380578,409.187869402641,"Col4a3bp","collagen, type IV, alpha 3 (Goodpasture antigen) binding protein"
"ENSMUSG00000021670",114.252125490192,82.1106695101788,124.588135963932,88.4802376182282,409.431168582531,"Hmgcr","3-hydroxy-3-methylglutaryl-Coenzyme A reductase"
"ENSMUSG00000021671",34.5082777215852,32.6967636073467,38.2466174820849,29.4934125394094,134.945071350426,"Poc5","POC5 centriolar protein"
"ENSMUSG00000021675",7.03090003016566,6.63768885261925,5.17402357943655,5.2901752974963,24.1327877597178,"F2rl2","coagulation factor II (thrombin) receptor-like 2"
"ENSMUSG00000021676",2.53319192263322,2.02818270496699,2.29303317725029,1.6446140821232,8.4990218869737,"Iqgap2","IQ motif containing GTPase activating protein 2"
"ENSMUSG00000021680",4.05827685564709,5.43921725422966,2.49881820597788,2.60397229669507,14.6002846125497,"Crhbp","corticotropin releasing hormone binding protein"
"ENSMUSG00000021681",66.5092124177068,63.5804547966168,61.7943043407706,63.1531807535309,255.037152308625,"Aggf1","angiogenic factor with G patch and FHA domains 1"
"ENSMUSG00000021684",39.0318347262873,39.2115322960285,38.1584238983445,32.6181792954435,149.019970216104,"Pde8b","phosphodiesterase 8B"
"ENSMUSG00000021685",5.47996619998206,5.96162795096358,5.99716369434691,6.35917445087638,23.7979322961689,"Otp","orthopedia homeobox"
"ENSMUSG00000021686",31.122072192351,30.607120820411,32.1906580652444,28.0954905696047,122.015341647611,"Ap3b1","adaptor-related protein complex 3, beta 1 subunit"
"ENSMUSG00000021687",243.936042590711,223.591778202119,233.389620438334,174.301682470357,875.219123701521,"Scamp1","secretory carrier membrane protein 1"
"ENSMUSG00000021690",57.7205873799997,50.4894573372844,56.5320871775937,34.2627933775667,199.004925272444,"Jmy","junction-mediating and regulatory protein"
"ENSMUSG00000021692",6.53977098394086,4.42512590174616,6.46752947429569,6.167302807962,23.5997291679447,"Dimt1","DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)"
"ENSMUSG00000021693",69.1457999290189,57.4037165587627,68.0560487863387,49.9140373924392,244.51960266656,"Kif2a","kinesin family member 2A"
"ENSMUSG00000021694",13.338030939579,11.2164649592872,11.376972302511,13.5406559428144,49.4721241441915,"Ercc8","excision repaiross-complementing rodent repair deficiency, complementation group 8"
"ENSMUSG00000021696",84.6034404365155,67.7904704114725,89.2225088840337,62.2486430083632,303.865062740385,"Elovl7","ELOVL family member 7, elongation of long chain fatty acids (yeast)"
"ENSMUSG00000021697",4.70449928489026,4.73242631158965,7.20247600546565,5.7013288180271,22.3407304199727,"Depdc1b","DEP domain containing 1B"
"ENSMUSG00000021699",31.6132012385758,25.843964467837,32.249453787738,12.855400075263,102.562019569414,"Pde4d","phosphodiesterase 4D, cAMP specific"
"ENSMUSG00000021700",174.841940456031,145.414553937936,166.921056159322,104.268532806611,591.446083359901,"Rab3c","RAB3C, member RAS oncogene family"
"ENSMUSG00000021701",25.3060703291624,23.3855611890891,22.2247831025797,24.4773395889336,95.3937542097649,"Plk2","polo-like kinase 2"
"ENSMUSG00000021703",120.869443165642,85.0607534446763,111.270904819133,82.8337292696052,400.034830699056,"Serinc5","serine incorporator 5"
"ENSMUSG00000021704",75.5304775299414,50.2743470503939,78.8744617251606,59.5076195381578,264.186905843654,"Mtx3","metaxin 3"
"ENSMUSG00000021706",17.9132857386206,12.3842065166924,19.4613841453807,10.5529403602905,60.3118167609842,"Zfyve16","zinc finger, FYVE domain containing 16"
"ENSMUSG00000021707",8.76277614053735,7.89762053297753,7.52585247918043,6.79773820610923,30.9839873588045,"Dhfr","dihydrofolate reductase"
"ENSMUSG00000021708",96.9333643864751,91.1760316005616,87.7820136829405,67.4291773670513,343.320587037029,"Rasgrf2","RAS protein-specific guanine nucleotide-releasing factor 2"
"ENSMUSG00000021709",164.786719457008,100.087743486023,132.437364916828,67.1002545506266,464.412082410485,"Erbin","Erbb2 interacting protein"
"ENSMUSG00000021710",21.9974114914374,22.494390000543,22.3423745475669,18.4470879544819,85.2812639940292,"Nln","neurolysin (metallopeptidase M3 family)"
"ENSMUSG00000021711",63.0196112997937,59.1860589358549,64.7340904654504,59.5350297728599,246.474790473959,"Trappc13","trafficking protein particle complex 13"
"ENSMUSG00000021712",49.7332781545542,36.5687487713746,46.8013951049033,20.8317783735605,153.935200404393,"Trim23","tripartite motif-containing 23"
"ENSMUSG00000021713",5.94524634903714,3.47249463123137,6.93789525424446,4.49527849113675,20.8509147256497,"Ppwd1","peptidylprolyl isomerase domain and WD repeat containing 1"
"ENSMUSG00000021714",0.956409195279888,0.583870778702619,0.382172196208381,0.438563755232854,2.36101592542374,"Cenpk","centromere protein K"
"ENSMUSG00000021715",15.0182092556112,11.8925258609428,12.3471017236554,14.7467062697047,54.0045431099141,"Cwc27","CWC27 spliceosome-associated protein"
"ENSMUSG00000021716",14.0101022659919,11.9232559019272,12.3764995849022,10.799632472609,49.1094902254303,"Srek1ip1","splicing regulatory glutamine/lysine-rich protein 1interacting protein 1"
"ENSMUSG00000021719",131.700131079758,101.163294920475,146.224961841576,72.9934550115681,452.081842853377,"Rgs7bp","regulator of G-protein signalling 7 binding protein"
"ENSMUSG00000021720",12.3557728471294,11.4930353281463,12.0531231111874,10.1417868397597,46.0437181262228,"Rnf180","ring finger protein 180"
"ENSMUSG00000021721",11.2184213716614,12.0154460248802,9.49550918271594,10.1417868397597,42.8711634190173,"Htr1a","5-hydroxytryptamine (serotonin) receptor 1A"
"ENSMUSG00000021725",20.1104419980474,14.1050888118159,20.1963306765506,19.0775233526291,73.489384839043,"Parp8","poly (ADP-ribose) polymerase family, member 8"
"ENSMUSG00000021728",41.1255953970352,36.3229084434998,35.3068313574051,31.6588210808716,144.414156278812,"Emb","embigin"
"ENSMUSG00000021730",42.2629468725032,38.2589010255137,43.4794367840151,28.1229008043067,152.124185486339,"Hcn1","hyperpolarization-activated, cyclic nucleotide-gated K+ 1"
"ENSMUSG00000021731",20.7825133244603,22.8016904103865,19.4907820066275,24.7514419359542,87.8264276774284,"Mrps30","mitochondrial ribosomal protein S30"
"ENSMUSG00000021732",10.3654077650604,10.3560238117254,8.87815409653317,7.81191689008521,37.4115025634042,"Fgf10","fibroblast growth factor 10"
"ENSMUSG00000021733",13.2087864537303,7.03717938541577,17.4329317193516,6.167302807962,43.8462003664597,"Slc4a7","solute carrier family 4, sodium bicarbonate cotransporter, member 7"
"ENSMUSG00000021737",88.9202062638599,90.3155904529998,87.3410457642386,102.048303795745,368.625146276843,"Psmd6","proteasome (prosome, macropain) 26S subunit, non-ATPase, 6"
"ENSMUSG00000021738",15.9487695537214,9.61850282810104,17.2565445518708,9.94991519684537,52.7737321305385,"Atxn7","ataxin 7"
"ENSMUSG00000021745",56.2988980356648,52.394719878314,52.5633759092758,32.2892564790189,193.546250302273,"Ptprg","protein tyrosine phosphatase, receptor type, G"
"ENSMUSG00000021747",6.3846776009225,7.06790942640012,7.90802467538882,7.83932712478726,29.1999388274987,"4930452B06Rik","RIKEN cDNA 4930452B06 gene"
"ENSMUSG00000021748",155.817152139113,160.963954676017,165.950926738178,180.825318329446,663.557351882753,"Pdhb","pyruvate dehydrogenase (lipoamide) beta"
"ENSMUSG00000021750",87.6277614053735,107.493683363251,96.9835442531885,109.06532387947,401.170312901283,"Fam107a","family with sequence similarity 107, member A"
"ENSMUSG00000021751",0.620373532073441,0.737520983624361,0.470365779948777,0.685255867551334,2.51351616319791,"Acox2","acyl-Coenzyme A oxidase 2, branched chain"
"ENSMUSG00000021752",25.3060703291624,20.3125570906543,23.6652783036728,22.9971869150228,92.2810926385123,"Kctd6","potassium channel tetramerisation domain containing 6"
"ENSMUSG00000021754",9.02126511223462,7.03717938541577,11.5533594699918,5.81096975683531,33.4227737244775,"Map3k1","mitogen-activated protein kinase kinase kinase 1"
"ENSMUSG00000021756",175.384767296596,171.074138159867,186.029665969741,122.523749118178,655.012320544383,"Il6st","interleukin 6 signal transducer"
"ENSMUSG00000021758",0.878862503770708,1.29066172134263,0.764344392416763,1.04158891867803,3.97545753620813,"Ddx4","DEAD (Asp-Glu-Ala-Asp) box polypeptide 4"
"ENSMUSG00000021759",27.0896442338736,28.9476986072562,29.4272591080454,29.7675148864299,115.232116835605,"Plpp1","phospholipid phosphatase 1"
"ENSMUSG00000021760",8.29749599148227,6.94498926246273,7.14368028297205,7.89414759419137,30.2803131311084,"Gpx8","glutathione peroxidase 8 (putative)"
"ENSMUSG00000021763",1.75772500754142,1.56723209020177,1.14651658862514,0.959358214571867,5.43083190094019,"BC067074","cDNA sequence BC067074"
"ENSMUSG00000021764",80.2866746091711,79.9902966822588,78.7862681414202,103.172123418529,342.235362851379,"Ndufs4","NADH dehydrogenase (ubiquinone) Fe-S protein 4"
"ENSMUSG00000021767",23.0830651725659,16.4405719266264,20.4609114277718,12.3620158506261,72.3465643775902,"Kat6b","K(lysine) acetyltransferase 6B"
"ENSMUSG00000021770",62.7869712252662,41.1167948370581,76.1992563517019,46.8166808711071,226.919703285133,"Samd8","sterile alpha motif domain containing 8"
"ENSMUSG00000021771",204.878358967254,237.942707341809,210.018320747129,225.915154414324,878.754541470516,"Vdac2","voltage-dependent anion channel 2"
"ENSMUSG00000021772",111.382897904352,109.521866068218,116.768304872284,140.450042613321,478.123111458175,"Nkiras1","NFKB inhibitor interacting Ras-like protein 1"
"ENSMUSG00000021773",2.89507648300939,3.38030450827832,2.64580751221187,3.72779191947926,12.6489804229788,"Comtd1","catechol-O-methyltransferase domain containing 1"
"ENSMUSG00000021774",33.293379554608,34.6942162713293,31.4851093953213,31.7684620196798,131.241167240938,"Ube2e1","ubiquitin-conjugating enzyme E2E 1"
"ENSMUSG00000021775",115.699663731697,93.0505641006068,91.4567463387904,59.3705683646476,359.577542535741,"Nr1d2","nuclear receptor subfamily 1, group D, member 2"
"ENSMUSG00000021779",15.7419783763636,13.5519480740976,15.3456835708289,8.93573651286939,53.5753465341594,"Thrb","thyroid hormone receptor beta"
"ENSMUSG00000021782",33.577717423475,28.1487175416631,41.744962970454,31.4669494379573,134.938347373549,"Dlg5","discs, large homolog 5 (Drosophila)"
"ENSMUSG00000021785",30.6309431461261,27.9028772137883,31.1617329216065,26.4508764874815,116.146429769002,"Ngly1","N-glycanase 1"
"ENSMUSG00000021786",10.7531412226063,9.3419324592419,10.0540685464051,7.04443031842771,37.193572546681,"Oxsm","3-oxoacyl-ACP synthase, mitochondrial"
"ENSMUSG00000021790",1.00810698961934,1.22920163937393,0.881935837403957,1.31569126569856,4.43493573209579,"Dydc1","DPY30 domain containing 1"
"ENSMUSG00000021791",4.29091693017463,4.27147569682442,3.76292623959022,5.53686740981478,17.862186276404,"Dydc2","DPY30 domain containing 2"
"ENSMUSG00000021792",109.030648261907,116.927805945446,116.150949786101,118.028470627042,460.137874620496,"Fam213a","family with sequence similarity 213, member A"
"ENSMUSG00000021794",472.440293571095,528.40305472587,447.964609678717,443.579828183329,1892.38778615901,"Glud1","glutamate dehydrogenase 1"
"ENSMUSG00000021796",65.449407633748,54.7302029931244,65.2926498291396,36.8393554395597,222.311615895572,"Bmpr1a","bone morphogenetic protein receptor, type 1A"
"ENSMUSG00000021798",19.8002552320107,17.1473628692664,16.3158129919732,17.1588069234854,70.4222380167356,"Ldb3","LIM domain binding 3"
"ENSMUSG00000021799",1.39584044716524,1.50577200823307,1.17591444987194,1.89130619444168,5.96883309971194,"Opn4","opsin 4 (melanopsin)"
"ENSMUSG00000021803",4.03242795847737,4.88607651651139,4.23329201953899,3.17958722543819,16.3313837199659,"Cdhr1","cadherin-related family member 1"
"ENSMUSG00000021806",5.91939745186742,4.39439586076182,5.26221716317694,3.31663839894846,18.8926488747546,"Nid2","nidogen 2"
"ENSMUSG00000021807",74.910103997868,83.4013312315215,59.1484968285587,77.8176563191295,295.277588377078,"2700060E02Rik","RIKEN cDNA 2700060E02 gene"
"ENSMUSG00000021809",13.3121820424093,12.968077295395,13.7581990635017,16.1720384742115,56.2104968755175,"Nudt13","nudix (nucleoside diphosphate linked moiety X)-type motif 13"
"ENSMUSG00000021810",43.2969027592922,57.0349560669506,43.1266624490535,52.6002403932404,196.058761668537,"Ecd","ecdysoneless homolog (Drosophila)"
"ENSMUSG00000021811",34.5341266187549,36.3536384844841,36.5415415297706,40.1559938385082,147.585300471518,"Dnajc9","DnaJ heat shock protein family (Hsp40) member C9"
"ENSMUSG00000021814",67.0520392582711,69.7879230754551,62.617444455681,62.2486430083632,261.70604979777,"Anxa7","annexin A7"
"ENSMUSG00000021816",156.385827876847,144.738493036281,137.846571386239,115.177806218028,554.148698517394,"Ppp3cb","protein phosphatase 3, catalytic subunit, beta isoform"
"ENSMUSG00000021819",75.2978374554139,75.2886004116535,77.6985472752886,80.5586797893348,308.843664931691,"Zswim8","zinc finger SWIM-type containing 8"
"ENSMUSG00000021820",441.550861453272,434.860809969514,440.027187142081,447.526901980425,1763.96576054529,"Camk2g","calcium/calmodulin-dependent protein kinase II gamma"
"ENSMUSG00000021822",2.42979633395431,3.04227405745049,3.43954976587543,3.2344076948423,12.1460278521225,"Plau","plasminogen activator, urokinase"
"ENSMUSG00000021823",16.8793298518315,13.8592484839411,23.2537082462177,13.1569126569856,67.1491992389759,"Vcl","vinculin"
"ENSMUSG00000021824",50.0434649205909,37.3369997959833,45.5666849325378,37.6616624806213,170.608812129733,"Ap3m1","adaptor-related protein complex 3, mu 1 subunit"
"ENSMUSG00000021830",117.069655281692,97.3220397974313,117.473853542207,88.891391138759,420.75693976009,"Txndc16","thioredoxin domain containing 16"
"ENSMUSG00000021831",24.3755100310523,20.466207295576,25.252762811,16.5831919947423,86.6776721323705,"Ero1l","ERO1-like (S. cerevisiae)"
"ENSMUSG00000021832",105.205011480788,86.5050653709406,98.365243731788,95.0861041814231,385.161424764939,"Psmc6","proteasome (prosome, macropain) 26S subunit, ATPase, 6"
"ENSMUSG00000021835",5.24732612545452,2.7964337295757,3.61593693335622,3.83743285828747,15.4971296466739,"Bmp4","bone morphogenetic protein 4"
"ENSMUSG00000021838",68.3186352195877,54.3921725422966,64.7340904654504,41.9650693288437,229.409967556178,"Samd4","sterile alpha motif domain containing 4"
"ENSMUSG00000021840",15.6385827876847,16.3791118446577,16.492200159454,11.4574781054583,59.9673728972546,"Mapk1ip1l","mitogen-activated protein kinase 1 interacting protein 1-like"
"ENSMUSG00000021843",122.187736921298,96.3079484449478,120.884005446836,92.2902602418136,431.669951054895,"Ktn1","kinectin 1"
"ENSMUSG00000021846",34.6892200017732,33.1577142221119,30.8971521703853,27.1361323550328,125.880218749303,"Peli2","pellino 2"
"ENSMUSG00000021852",11.8904926980743,11.1242748363341,9.70129421144353,11.4848883401604,44.2009500860123,"Slc35f4","solute carrier family 35, member F4"
"ENSMUSG00000021866",6.51392208677113,8.32784110675841,7.32006745045284,6.9896098490236,29.151440493006,"Anxa11","annexin A11"
"ENSMUSG00000021868",34.2497887498879,36.1999882795624,33.1901853476356,40.3204552467205,143.960417623806,"Ppif","peptidylprolyl isomerase F (cyclophilin F)"
"ENSMUSG00000021870",80.674408066717,71.2015049607352,86.5767013718218,50.5444727905864,288.99708718986,"Slmap","sarcolemma associated protein"
"ENSMUSG00000021871",12.5108662301477,11.9232559019272,12.9056610873446,16.6654226988484,54.0052059182679,"Pnp","purine-nucleoside phosphorylase"
"ENSMUSG00000021876",14.19104454618,15.088450123315,12.8762632260978,13.0472717181774,55.2030296137702,"Rnase4","ribonuclease, RNase A family 4"
"ENSMUSG00000021877",91.4275492893234,87.8264571332676,88.0465944341617,78.2836303090644,345.584231165817,"Arf4","ADP-ribosylation factor 4"
"ENSMUSG00000021879",1.00810698961934,0.36876049181218,1.26410803361234,0.630435398147227,3.27141091319109,"Dnah12","dynein, axonemal, heavy chain 12"
"ENSMUSG00000021884",14.7338713867442,13.0295373773637,13.8463926472421,14.3355527491739,55.945354160524,"Hacl1","2-hydroxyacyl-CoA lyase 1"
"ENSMUSG00000021890",43.1676582734436,37.6135701648424,47.4187501910861,38.6758411645973,166.875819793969,"Eaf1","ELL associated factor 1"
"ENSMUSG00000021891",12.4333195386385,11.7696056970054,14.1109733984633,15.0208086167252,53.3347072508325,"Mettl6","methyltransferase like 6"
"ENSMUSG00000021892",66.5350613148765,61.4293519277124,65.9100049153224,52.7372915667506,246.611709724662,"Sh3bp5","SH3-domain binding protein 5 (BTK-associated)"
"ENSMUSG00000021893",43.9172762913657,29.9617899597397,47.0071801336309,36.7845349701556,157.670781354892,"Capn7","calpain 7"
"ENSMUSG00000021895",68.1635418365693,67.390979878676,64.2049289630081,55.505725271658,255.265175949911,"Arhgef3","Rho guanine nucleotide exchange factor (GEF) 3"
"ENSMUSG00000021900",18.1717747103179,20.5583974185291,18.3736632792491,22.9149562109166,80.0187916190126,"Btd","biotinidase"
"ENSMUSG00000021901",123.609426265633,142.218629675564,130.938073993241,149.90657358553,546.672703519968,"Bap1","Brca1 associated protein 1"
"ENSMUSG00000021902",5.35072171413343,4.48658598371486,3.96871126831781,5.15312412398603,18.9591430901521,"Phf7","PHD finger protein 7"
"ENSMUSG00000021903",22.514389434832,20.2203669677012,14.5519413171653,16.9121148111669,74.1988125308654,"Galnt15","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15"
"ENSMUSG00000021904",8.21994929997309,11.1550048773185,8.73116479029918,8.90832627816734,37.0144452457581,"Sema3g","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G"
"ENSMUSG00000021905",43.2452049649528,47.63156352574,40.8336292718032,47.2278343916379,178.938232154134,"Dph3","diphthamine biosynthesis 3"
"ENSMUSG00000021906",19.386672877295,18.9604352873429,17.6387167480791,18.3100367809716,74.2958616936887,"Oxnad1","oxidoreductase NAD-binding domain containing 1"
"ENSMUSG00000021910",331.9773863508,367.961510746587,334.782843878542,364.199788486183,1398.92152946211,"Nisch","nischarin"
"ENSMUSG00000021911",40.0399417159067,34.8171364352667,43.2148560327939,35.4962539391591,153.568188123126,"Parg","poly (ADP-ribose) glycohydrolase"
"ENSMUSG00000021913",124.333195386385,160.963954676017,132.14338630436,150.893342034804,568.333878401565,"Ogdhl","oxoglutarate dehydrogenase-like"
