"","moto_1.counts","moto_2.counts","sum","Symbol","Name"
"ENSMUSG00000019795",443.544713467249,394.06422262853,837.608936095779,"Pcmt1","protein-L-isoaspartate (D-aspartate) O-methyltransferase 1"
"ENSMUSG00000019796",370.850974447847,344.92117781746,715.772152265306,"Lrp11","low density lipoprotein receptor-related protein 11"
"ENSMUSG00000019797",48.9546446363239,40.6133955131759,89.5680401494998,"1700021F05Rik","RIKEN cDNA 1700021F05 gene"
"ENSMUSG00000019802",84.5343360958402,76.7668436810476,161.301179776888,"Sec63","SEC63-like (S. cerevisiae)"
"ENSMUSG00000019803",0.0289501151013151,0,0.0289501151013151,"Nr2e1","nuclear receptor subfamily 2, group E, member 1"
"ENSMUSG00000019804",206.26957009687,203.8195936804,410.08916377727,"Snx3","sorting nexin 3"
"ENSMUSG00000019806",84.6790866713467,73.7563792229674,158.435465894314,"Aig1","androgen-induced 1"
"ENSMUSG00000019808",2.51866001381442,2.954715116264,5.47337513007841,"Adat2","adenosine deaminase, tRNA-specific 2"
"ENSMUSG00000019809",26.8657068140204,22.717856790143,49.5835636041634,"Pex3","peroxisomal biogenesis factor 3"
"ENSMUSG00000019810",106.10217184632,115.345388217929,221.447560064248,"Fuca2","fucosidase, alpha-L- 2, plasma"
"ENSMUSG00000019813",2.92396162523283,3.48433386351887,6.40829548875169,"Cep57l1","centrosomal protein 57-like 1"
"ENSMUSG00000019814",21.3941350598719,19.5958936484301,40.990028708302,"Ltv1","LTV1 ribosome biogenesis factor"
"ENSMUSG00000019815",0,0,0,"Zc2hc1b","zinc finger, C2HC-type containing 1B"
"ENSMUSG00000019817",10.3641412062708,9.67251080512837,20.0366520113992,"Plagl1","pleiomorphic adenoma gene-like 1"
"ENSMUSG00000019818",234.959134162274,237.408572124721,472.367706286995,"Cd164","CD164 antigen"
"ENSMUSG00000019820",59.4056361878986,63.7493723669412,123.15500855484,"Utrn","utrophin"
"ENSMUSG00000019822",2.22915886280126,3.59583254715147,5.82499140995273,"Smpd2","sphingomyelin phosphodiesterase 2, neutral"
"ENSMUSG00000019823",7.72968073205114,10.9547456669033,18.6844263989545,"Mical1","microtubule associated monooxygenase, calponin and LIM domain containing 1"
"ENSMUSG00000019826",8.62713430019191,8.72477199425124,17.3519062944431,"Zbtb24","zinc finger and BTB domain containing 24"
"ENSMUSG00000019828",49.330996132641,47.275441860224,96.6064379928649,"Grm1","glutamate receptor, metabotropic 1"
"ENSMUSG00000019831",85.4896898941836,86.6902265243494,172.179916418533,"Wasf1","WAS protein family, member 1"
"ENSMUSG00000019832",1.56330621547102,1.50523222904015,3.06853844451117,"Rab32","RAB32, member RAS oncogene family"
"ENSMUSG00000019834",0,0,0,"Slc22a16","solute carrier family 22 (organic cation transporter), member 16"
"ENSMUSG00000019836",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000019837",21.6257359806824,16.7248025448906,38.350538525573,"Gtf3c6","general transcription factor IIIC, polypeptide 6, alpha"
"ENSMUSG00000019838",1.18695471915392,1.44948288722385,2.63643760637777,"Slc16a10","solute carrier family 16 (monocarboxylic acid transporters), member 10"
"ENSMUSG00000019841",14.8514090469747,13.6028394031777,28.4542484501523,"Rev3l","REV3 like, DNA directed polymerase zeta catalytic subunit"
"ENSMUSG00000019842",3.85036530847491,5.21256345982422,9.06292876829913,"Traf3ip2","TRAF3 interacting protein 2"
"ENSMUSG00000019843",90.8744113030282,83.6518873953609,174.526298698389,"Fyn","Fyn proto-oncogene"
"ENSMUSG00000019845",3.87931542357623,4.79444339620196,8.67375881977819,"Tube1","epsilon-tubulin 1"
"ENSMUSG00000019846",0.434251726519727,0.418120063622264,0.852371790141991,"Lama4","laminin, alpha 4"
"ENSMUSG00000019848",24.4917973757126,23.2474755373979,47.7392729131105,"Popdc3","popeye domain containing 3"
"ENSMUSG00000019849",44.8726784070384,44.5715987821333,89.4442771891718,"Prep","prolyl endopeptidase"
"ENSMUSG00000019850",3.01081197053677,3.62370721805962,6.63451918859639,"Tnfaip3","tumor necrosis factor, alpha-induced protein 3"
"ENSMUSG00000019851",8.01918188306429,6.94079305612958,14.9599749391939,"Perp","PERP, TP53 apoptosis effector"
"ENSMUSG00000019852",78.8022133057798,72.4183950193761,151.220608325156,"Arfgef3","ARFGEF family member 3"
"ENSMUSG00000019853",110.444689111517,110.216448770829,220.661137882346,"Hebp2","heme binding protein 2"
"ENSMUSG00000019854",60.7662915976604,55.5542191199448,116.320510717605,"Reps1","RalBP1 associated Eps domain containing protein"
"ENSMUSG00000019856",28.7185141805046,25.9234439445804,54.641958125085,"Fam184a","family with sequence similarity 184, member A"
"ENSMUSG00000019857",7.12172831492352,6.68992101795622,13.8116493328797,"Asf1a","anti-silencing function 1A histone chaperone"
"ENSMUSG00000019861",74.3728456952786,65.8120980141443,140.184943709423,"Gopc","golgi associated PDZ and coiled-coil motif containing"
"ENSMUSG00000019863",29.8765187845572,31.219631417129,61.0961502016862,"Qrsl1","glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1"
"ENSMUSG00000019864",33.6110836326269,34.2300958752093,67.8411795078362,"Rtn4ip1","reticulon 4 interacting protein 1"
"ENSMUSG00000019865",1.24485494935655,1.56098157085645,2.805836520213,"Nmbr","neuromedin B receptor"
"ENSMUSG00000019866",0.405301611418412,0.836240127244528,1.24154173866294,"Aim1","absent in melanoma 1"
"ENSMUSG00000019867",0,0,0,"Gje1","gap junction protein, epsilon 1"
"ENSMUSG00000019868",31.0634735037111,35.094210673362,66.1576841770731,"Vta1","vesicle (multivesicular body) trafficking 1"
"ENSMUSG00000019872",21.5099355202771,23.3589742210305,44.8689097413076,"Smpdl3a","sphingomyelin phosphodiesterase, acid-like 3A"
"ENSMUSG00000019873",7.81653107735508,8.13940390518007,15.9559349825352,"Reep3","receptor accessory protein 3"
"ENSMUSG00000019874",1.50540598526839,0.919864139968981,2.42527012523737,"Fabp7","fatty acid binding protein 7, brain"
"ENSMUSG00000019876",7.09277819982221,6.24392628342581,13.336704483248,"Pkib","protein kinase inhibitor beta, cAMP dependent, testis specific"
"ENSMUSG00000019877",1299.45486643763,1263.55883226648,2563.01369870411,"Serinc1","serine incorporator 1"
"ENSMUSG00000019878",31.3819247698256,25.2544518427847,56.6363766126103,"Hsf2","heat shock factor 2"
"ENSMUSG00000019880",8.25078280387481,5.46343549799758,13.7142183018724,"Rspo3","R-spondin 3"
"ENSMUSG00000019883",11.7537467311339,11.9861084905049,23.7398552216388,"Echdc1","enoyl Coenzyme A hydratase domain containing 1"
"ENSMUSG00000019888",7.35332923573404,6.94079305612958,14.2941222918636,"Mgat4c","MGAT4 family, member C"
"ENSMUSG00000019889",7.12172831492352,5.9651795743443,13.0869078892678,"Ptprk","protein tyrosine phosphatase, receptor type, K"
"ENSMUSG00000019890",26.6630560083112,23.4425982337549,50.1056542420662,"Nts","neurotensin"
"ENSMUSG00000019891",21.8862870165942,21.7701179792659,43.6564049958601,"Dcbld1","discoidin, CUB and LCCL domain containing 1"
"ENSMUSG00000019892",1.47645587016707,1.33798420359124,2.81444007375832,"Lrriq1","leucine-rich repeats and IQ motif containing 1"
"ENSMUSG00000019893",0,0,0,"Ros1","Ros1 proto-oncogene"
"ENSMUSG00000019894",143.96892239884,139.847223946193,283.816146345033,"Slc6a15","solute carrier family 6 (neurotransmitter transporter), member 15"
"ENSMUSG00000019897",11.5221458103234,10.1463802105669,21.6685260208904,"Ccdc59","coiled-coil domain containing 59"
"ENSMUSG00000019899",3.15556254604335,2.53659505264173,5.69215759868508,"Lama2","laminin, alpha 2"
"ENSMUSG00000019900",0,0,0,"Rfx6","regulatory factor X, 6"
"ENSMUSG00000019905",0,0,0,"Gprc6a","G protein-coupled receptor, family C, group 6, member A"
"ENSMUSG00000019906",8.91663545120506,8.72477199425124,17.6414074454563,"Lin7a","lin-7 homolog A (C. elegans)"
"ENSMUSG00000019907",70.1750790055879,65.3382286087058,135.513307614294,"Ppp1r12a","protein phosphatase 1, regulatory (inhibitor) subunit 12A"
"ENSMUSG00000019909",0,0,0,"Fam162b","family with sequence similarity 162, member B"
"ENSMUSG00000019913",0.173700690607891,0.139373354540755,0.313074045148645,"Sim1","single-minded homolog 1 (Drosophila)"
"ENSMUSG00000019916",26.0551035911836,27.149929464539,53.2050330557226,"P4ha1","procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide"
"ENSMUSG00000019917",2.75026093462494,2.50872038173358,5.25898131635852,"Sept10","septin 10"
"ENSMUSG00000019920",39.3142563075859,42.480998464022,81.7952547716079,"Lims1","LIM and senescent cell antigen-like domains 1"
"ENSMUSG00000019923",1208.23305375339,1327.05733259525,2535.29038634864,"Zwint","ZW10 interactor"
"ENSMUSG00000019927",49.4467965930462,47.1918178474995,96.6386144405458,"Ube2d1","ubiquitin-conjugating enzyme E2D 1"
"ENSMUSG00000019929",20.6414320672377,17.3101706339617,37.9516027011994,"Dcn","decorin"
"ENSMUSG00000019932",0,0,0,"Kera","keratocan"
"ENSMUSG00000019933",0.231600920810521,0.111498683632604,0.343099604443125,"Mrln","myoregulin"
"ENSMUSG00000019935",0.665852647330248,0.808365456336377,1.47421810366662,"Slc17a8","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8"
"ENSMUSG00000019936",0.752702992634193,0.947738810877132,1.70044180351132,"Epyc","epiphycan"
"ENSMUSG00000019942",3.96616576888017,4.57144602893675,8.53761179781692,"Cdk1","cyclin-dependent kinase 1"
"ENSMUSG00000019943",154.130412799402,150.551097574923,304.681510374325,"Atp2b1","ATPase, Ca++ transporting, plasma membrane 1"
"ENSMUSG00000019944",1.3317052946605,0.696866772703773,2.02857206736427,"Rhobtb1","Rho-related BTB domain containing 1"
"ENSMUSG00000019945",0.0868503453039454,0.0836240127244528,0.170474358028398,"1700040L02Rik","RIKEN cDNA 1700040L02 gene"
"ENSMUSG00000019947",22.0310375921008,20.4878831174909,42.5189207095917,"Arid5b","AT rich interactive domain 5B (MRF1-like)"
"ENSMUSG00000019948",18.2675226289298,15.0244476194933,33.2919702484232,"Actr6","ARP6 actin-related protein 6"
"ENSMUSG00000019951",47.5360889963594,51.1778957873651,98.7139847837245,"Uhrf1bp1l","UHRF1 (ICBP90) binding protein 1-like"
"ENSMUSG00000019952",4.42936761050121,4.32057399076339,8.74994160126461,"Poc1b","POC1 centriolar protein B"
"ENSMUSG00000019960",8.62713430019191,9.58888679240392,18.2160210925958,"Dusp6","dual specificity phosphatase 6"
"ENSMUSG00000019961",19.4834274631851,16.5018051776254,35.9852326408104,"Tmpo","thymopoietin"
"ENSMUSG00000019966",54.2814658149659,49.1430448110701,103.424510626036,"Kitl","kit ligand"
"ENSMUSG00000019969",77.5863084715245,77.2964624283025,154.882770899827,"Psen1","presenilin 1"
"ENSMUSG00000019970",34.4216868554637,34.6760906097398,69.0977774652034,"Sgk1","serum/glucocorticoid regulated kinase 1"
"ENSMUSG00000019971",23.246942426356,16.4739305067172,39.7208729330732,"Cep290","centrosomal protein 290"
"ENSMUSG00000019975",17.2542686003838,15.4983170249319,32.7525856253157,"Ikbip","IKBKB interacting protein"
"ENSMUSG00000019977",80.5392202118587,77.2407130864862,157.779933298345,"Hbs1l","Hbs1-like (S. cerevisiae)"
"ENSMUSG00000019978",7.81653107735508,6.21605161251766,14.0325826898727,"Epb41l2","erythrocyte membrane protein band 4.1 like 2"
"ENSMUSG00000019979",5.64527244475645,6.85716904340513,12.5024414881616,"Apaf1","apoptotic peptidase activating factor 1"
"ENSMUSG00000019982",1.36065540976181,0.89198946906083,2.25264487882264,"Myb","myeloblastosis oncogene"
"ENSMUSG00000019984",18.093821938322,20.6272564720317,38.7210784103536,"Med23","mediator complex subunit 23"
"ENSMUSG00000019986",46.8991864641305,44.7667214784904,91.6659079426209,"Ahi1","Abelson helper integration site 1"
"ENSMUSG00000019987",0,0,0,"Arg1","arginase, liver"
"ENSMUSG00000019988",1.76595702118022,1.31010953268309,3.07606655386332,"Nedd1","neural precursor cell expressed, developmentally down-regulated gene 1"
"ENSMUSG00000019989",0.260551035911836,0.250872038173358,0.511423074085194,"Enpp3","ectonucleotide pyrophosphatase/phosphodiesterase 3"
"ENSMUSG00000019990",14.9093092771773,13.853711441351,28.7630207185283,"Pde7b","phosphodiesterase 7B"
"ENSMUSG00000019992",0.897453568140769,0.585368089071169,1.48282165721194,"Mtfr2","mitochondrial fission regulator 2"
"ENSMUSG00000019996",17.5148196362956,18.3136587866552,35.8284784229508,"Map7","microtubule-associated protein 7"
"ENSMUSG00000019997",14.243456629847,16.9756745830639,31.219131212911,"Ctgf","connective tissue growth factor"
"ENSMUSG00000019998",150.887999908054,137.617250273541,288.505250181596,"Stx7","syntaxin 7"
"ENSMUSG00000020000",0.231600920810521,0.111498683632604,0.343099604443125,"Moxd1","monooxygenase, DBH-like 1"
"ENSMUSG00000020003",36.7087459484676,41.1708889313389,77.8796348798065,"Pex7","peroxisomal biogenesis factor 7"
"ENSMUSG00000020007",0.463201841621042,0.30662137998966,0.769823221610702,"Il20ra","interleukin 20 receptor, alpha"
"ENSMUSG00000020009",22.4363392035192,23.3032248792142,45.7395640827334,"Ifngr1","interferon gamma receptor 1"
"ENSMUSG00000020010",0,0.0836240127244528,0.0836240127244528,"Vnn3","vanin 3"
"ENSMUSG00000020014",0.347401381215781,0.696866772703773,1.04426815391955,"Cfap54","cilia and flagella associated protein 54"
"ENSMUSG00000020015",42.0066170120082,41.8677557040427,83.8743727160509,"Cdk17","cyclin-dependent kinase 17"
"ENSMUSG00000020017",0,0,0,"Hal","histidine ammonia lyase"
"ENSMUSG00000020018",2.80816116482757,3.73520590169222,6.54336706651979,"Snrpf","small nuclear ribonucleoprotein polypeptide F"
"ENSMUSG00000020019",6.36902532228933,6.35542496705841,12.7244502893477,"Ntn4","netrin 4"
"ENSMUSG00000020020",0.11580046040526,0.0278746709081509,0.143675131313411,"Usp44","ubiquitin specific peptidase 44"
"ENSMUSG00000020021",2.46075978361179,1.83972827993796,4.30048806354975,"Fgd6","FYVE, RhoGEF and PH domain containing 6"
"ENSMUSG00000020022",66.4984143877208,50.787650394651,117.286064782372,"Ndufa12","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12"
"ENSMUSG00000020023",20.6993322974403,19.568018977522,40.2673512749623,"Tmcc3","transmembrane and coiled coil domains 3"
"ENSMUSG00000020024",65.9483622007959,67.8469489904394,133.795311191235,"Cep83","centrosomal protein 83"
"ENSMUSG00000020027",4.95046968232489,4.85019273801826,9.80066242034315,"Socs2","suppressor of cytokine signaling 2"
"ENSMUSG00000020029",228.908560106099,215.526955461823,444.435515567922,"Nudt4","nudix (nucleoside diphosphate linked moiety X)-type motif 4"
"ENSMUSG00000020032",43.2225218462635,45.2127162130208,88.4352380592843,"Nuak1","NUAK family, SNF1-like kinase, 1"
"ENSMUSG00000020033",0,0,0,"4930463O16Rik","RIKEN cDNA 4930463O16 gene"
"ENSMUSG00000020034",16.5884159530536,13.3798420359124,29.968257988966,"Tcp11l2","t-complex 11 (mouse) like 2"
"ENSMUSG00000020037",1.12905448895129,1.39373354540755,2.52278803435884,"Rfx4","regulatory factor X, 4 (influences HLA class II expression)"
"ENSMUSG00000020038",5.99267382597223,4.96169142165086,10.9543652476231,"Cry1","cryptochrome 1 (photolyase-like)"
"ENSMUSG00000020042",102.80185872477,118.63459938509,221.43645810986,"Btbd11","BTB (POZ) domain containing 11"
"ENSMUSG00000020044",11.203694544209,16.3345571521764,27.5382516963854,"Timp3","tissue inhibitor of metalloproteinase 3"
"ENSMUSG00000020048",249.115740446817,212.126245611029,461.241986057845,"Hsp90b1","heat shock protein 90, beta (Grp94), member 1"
"ENSMUSG00000020051",0.0289501151013151,0.222997367265207,0.251947482366523,"Pah","phenylalanine hydroxylase"
"ENSMUSG00000020052",0.694802762431563,1.00348815269343,1.698290915125,"Ascl1","achaete-scute family bHLH transcription factor 1"
"ENSMUSG00000020053",2.80816116482757,2.14634965992762,4.95451082475519,"Igf1","insulin-like growth factor 1"
"ENSMUSG00000020056",19.3386768876785,16.0558104430949,35.3944873307734,"Washc3","WASH complex subunit 3"
"ENSMUSG00000020057",0.289501151013151,0.668992101795622,0.958493252808773,"Dram1","DNA-damage regulated autophagy modulator 1"
"ENSMUSG00000020059",0.289501151013151,0.668992101795622,0.958493252808773,"Sycp3","synaptonemal complex protein 3"
"ENSMUSG00000020061",0.492151956722357,0.445994734530415,0.938146691252772,"Mybpc1","myosin binding protein C, slow-type"
"ENSMUSG00000020062",0.260551035911836,0.334496050897811,0.595047086809647,"Slc5a8","solute carrier family 5 (iodide transporter), member 8"
"ENSMUSG00000020063",4.4004174953999,4.51569668712045,8.91611418252035,"Sirt1","sirtuin 1"
"ENSMUSG00000020064",20.9888334484535,18.5366561539204,39.5254896023738,"Herc4","hect domain and RLD 4"
"ENSMUSG00000020067",3.93721565377886,4.01395261077373,7.95116826455259,"Mypn","myopalladin"
"ENSMUSG00000020069",18.8465249309561,17.3380453048699,36.184570235826,"Hnrnph3","heterogeneous nuclear ribonucleoprotein H3"
"ENSMUSG00000020070",43.7146738029858,43.2057399076339,86.9204137106198,"Rufy2","RUN and FYVE domain-containing 2"
"ENSMUSG00000020072",2.22915886280126,2.03485097629502,4.26400983909628,"Pbld2","phenazine biosynthesis-like protein domain containing 2"
"ENSMUSG00000020074",35.2322900783005,29.7143991880889,64.9466892663894,"Ccar1","cell division cycle and apoptosis regulator 1"
"ENSMUSG00000020075",17.2832187154851,14.9965729485852,32.2797916640703,"Ddx21","DEAD (Asp-Glu-Ala-Asp) box polypeptide 21"
"ENSMUSG00000020076",49.1283453269318,43.595985300348,92.7243306272798,"Ddx50","DEAD (Asp-Glu-Ala-Asp) box polypeptide 50"
"ENSMUSG00000020077",1.70805679097759,1.03136282360158,2.73941961457918,"Srgn","serglycin"
"ENSMUSG00000020078",80.3944696363521,68.9340611558572,149.328530792209,"Vps26a","VPS26 retromer complex component A"
"ENSMUSG00000020079",24.6944481814218,23.2196008664897,47.9140490479115,"Supv3l1","suppressor of var1, 3-like 1 (S. cerevisiae)"
"ENSMUSG00000020080",0.434251726519727,0.864114798152679,1.29836652467241,"Hkdc1","hexokinase domain containing 1"
"ENSMUSG00000020081",0.665852647330248,0.808365456336377,1.47421810366662,"Tacr2","tachykinin receptor 2"
"ENSMUSG00000020083",10.7694428176892,10.9547456669033,21.7241884845925,"2010107G23Rik","RIKEN cDNA 2010107G23 gene"
"ENSMUSG00000020085",8.71398464549585,8.30665193062898,17.0206365761248,"Aifm2","apoptosis-inducing factor, mitochondrion-associated 2"
"ENSMUSG00000020086",15.2856607734944,14.77357558132,30.0592363548144,"H2afy2","H2A histone family, member Y2"
"ENSMUSG00000020087",24.3759969153073,38.9409152586868,63.3169121739942,"Tysnd1","trypsin domain containing 1"
"ENSMUSG00000020088",130.565019106931,119.721711550508,250.286730657439,"Sar1a","secretion associated Ras related GTPase 1A"
"ENSMUSG00000020089",156.678022928317,161.477968570918,318.155991499236,"Ppa1","pyrophosphatase (inorganic) 1"
"ENSMUSG00000020090",0.347401381215781,0.334496050897811,0.681897432113593,"Npffr1","neuropeptide FF receptor 1"
"ENSMUSG00000020091",41.4855149401846,40.083776765921,81.5692917061056,"Eif4ebp2","eukaryotic translation initiation factor 4E binding protein 2"
"ENSMUSG00000020092",7.03487796961957,7.63765982883335,14.6725377984529,"Pald1","phosphatase domain containing, paladin 1"
"ENSMUSG00000020096",0.434251726519727,0.696866772703773,1.1311184992235,"Tbata","thymus, brain and testes associated"
"ENSMUSG00000020097",24.5207474908139,26.6203107172841,51.141058208098,"Sgpl1","sphingosine phosphate lyase 1"
"ENSMUSG00000020098",17.8043207873088,19.1777735848078,36.9820943721166,"Pcbd1","pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1"
"ENSMUSG00000020099",13.6934044429221,15.5819410376564,29.2753454805784,"Unc5b","unc-5 netrin receptor B"
"ENSMUSG00000020100",25.7366523250691,27.6237988699776,53.3604511950467,"Slc29a3","solute carrier family 29 (nucleoside transporters), member 3"
"ENSMUSG00000020101",2.31600920810521,3.0662137998966,5.38222300800181,"Vsir","V-set immunoregulatory receptor"
"ENSMUSG00000020102",4.37146738029858,3.54008320533517,7.91155058563375,"Slc16a7","solute carrier family 16 (monocarboxylic acid transporters), member 7"
"ENSMUSG00000020105",1.38960552486313,1.50523222904015,2.89483775390328,"Lrig3","leucine-rich repeats and immunoglobulin-like domains 3"
"ENSMUSG00000020107",47.8545402624739,49.6447888874168,97.4993291498907,"Anapc16","anaphase promoting complex subunit 16"
"ENSMUSG00000020108",35.1743898480979,44.0977293766948,79.2721192247926,"Ddit4","DNA-damage-inducible transcript 4"
"ENSMUSG00000020109",40.1248595304228,40.7248941968085,80.8497537272313,"Dnajb12","DnaJ heat shock protein family (Hsp40) member B12"
"ENSMUSG00000020111",185.57023779943,207.025180834837,392.595418634267,"Micu1","mitochondrial calcium uptake 1"
"ENSMUSG00000020114",274.997143347392,283.123032414089,558.120175761481,"Cand1","cullin associated and neddylation disassociated 1"
"ENSMUSG00000020115",80.1049684853389,71.108285486693,151.213253972032,"Tbk1","TANK-binding kinase 1"
"ENSMUSG00000020116",37.2008979051899,38.4391711823401,75.6400690875301,"Pno1","partner of NOB1 homolog"
"ENSMUSG00000020120",2.8660613950302,2.81534176172324,5.68140315675344,"Plek","pleckstrin"
"ENSMUSG00000020121",19.1360260819693,21.0175018647458,40.1535279467151,"Srgap1","SLIT-ROBO Rho GTPase activating protein 1"
"ENSMUSG00000020122",0.781653107735508,1.33798420359124,2.11963731132675,"Egfr","epidermal growth factor receptor"
"ENSMUSG00000020123",4.68991864641305,6.0766782579769,10.76659690439,"Avpr1a","arginine vasopressin receptor 1A"
"ENSMUSG00000020124",102.078105847237,103.582277094689,205.660382941926,"Usp15","ubiquitin specific peptidase 15"
"ENSMUSG00000020125",0.0289501151013151,0,0.0289501151013151,"Elane","elastase, neutrophil expressed"
"ENSMUSG00000020128",13.1144021408958,13.3519673650043,26.4663695059,"Vps54","VPS54 GARP complex subunit"
"ENSMUSG00000020130",32.4241289134729,31.0802580625883,63.5043869760612,"Tbc1d15","TBC1 domain family, member 15"
"ENSMUSG00000020131",0.723752877532878,0.501744076346717,1.22549695387959,"Pcsk4","proprotein convertase subtilisin/kexin type 4"
"ENSMUSG00000020132",73.8227935083536,65.6169753177873,139.439768826141,"Rab21","RAB21, member RAS oncogene family"
"ENSMUSG00000020133",29.8186185543546,31.1360074044046,60.9546259587592,"2310011J03Rik","RIKEN cDNA 2310011J03 gene"
"ENSMUSG00000020134",15.4014612338996,14.216082163157,29.6175433970566,"Peli1","pellino 1"
"ENSMUSG00000020135",204.358862500183,225.310964950584,429.669827450767,"Apc2","adenomatosis polyposis coli 2"
"ENSMUSG00000020137",5.29787106354067,3.79095524350853,9.08882630704919,"Thap2","THAP domain containing, apoptosis associated protein 2"
"ENSMUSG00000020140",46.6386354282187,53.0176240673031,99.6562594955217,"Lgr5","leucine rich repeat containing G protein coupled receptor 5"
"ENSMUSG00000020142",67.9748702578879,69.2406825358469,137.215552793735,"Slc1a4","solute carrier family 1 (glutamate/neutral amino acid transporter), member 4"
"ENSMUSG00000020143",7.52702992634193,7.94428120882301,15.4713111351649,"Dock2","dedicator of cyto-kinesis 2"
"ENSMUSG00000020149",286.1718877765,249.450429957043,535.622317733543,"Rab1a","RAB1A, member RAS oncogene family"
"ENSMUSG00000020150",15.6909623849128,16.446055835809,32.1370182207218,"Gamt","guanidinoacetate methyltransferase"
"ENSMUSG00000020151",5.15312048803409,5.79793154889539,10.9510520369295,"Ptprr","protein tyrosine phosphatase, receptor type, R"
"ENSMUSG00000020152",252.821355179785,235.31797180661,488.139326986395,"Actr2","ARP2 actin-related protein 2"
"ENSMUSG00000020153",203.924610773664,276.516735408857,480.441346182521,"Ndufs7","NADH dehydrogenase (ubiquinone) Fe-S protein 7"
"ENSMUSG00000020154",3.73456484806965,3.34496050897811,7.07952535704776,"Ptprb","protein tyrosine phosphatase, receptor type, B"
"ENSMUSG00000020155",0.173700690607891,0.278746709081509,0.4524473996894,"Kcnmb1","potassium large conductance calcium-activated channel, subfamily M, beta member 1"
"ENSMUSG00000020156",36.10079353134,34.6482159388316,70.7490094701716,"Mum1","melanoma associated antigen (mutated) 1"
"ENSMUSG00000020159",0,0,0,"Gabrp","gamma-aminobutyric acid (GABA) A receptor, pi"
"ENSMUSG00000020160",12.216948572755,8.94776936151645,21.1647179342714,"Meis1","Meis homeobox 1"
"ENSMUSG00000020163",84.9106875921573,92.3766593896122,177.287346981769,"Uqcr11","ubiquinol-cytochrome c reductase, complex III subunit XI"
"ENSMUSG00000020164",0,0,0,"Kcnmb4os1","potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 1"
"ENSMUSG00000020166",31.9030268416493,27.0105561099982,58.9135829516475,"Cnot2","CCR4-NOT transcription complex, subunit 2"
"ENSMUSG00000020167",11.3484451197155,12.1533565159538,23.5018016356693,"Tcf3","transcription factor 3"
"ENSMUSG00000020168",0,0,0,"Olfr299","olfactory receptor 299"
"ENSMUSG00000020169",0.0289501151013151,0.139373354540755,0.16832346964207,"Best3","bestrophin 3"
"ENSMUSG00000020170",26.9815072744257,26.3694386791108,53.3509459535365,"Frs2","fibroblast growth factor receptor substrate 2"
"ENSMUSG00000020171",13.6065540976181,10.4251269196484,24.0316810172666,"Yeats4","YEATS domain containing 4"
"ENSMUSG00000020173",17.8622210175114,15.8606877467379,33.7229087642493,"Cobl","cordon-bleu WH2 repeat"
"ENSMUSG00000020175",11.5510959254247,15.5540663667482,27.1051622921729,"Rab36","RAB36, member RAS oncogene family"
"ENSMUSG00000020176",34.5953875460716,32.9757356843425,67.5711232304141,"Grb10","growth factor receptor bound protein 10"
"ENSMUSG00000020177",0.0868503453039454,0.0278746709081509,0.114725016212096,"9530003J23Rik","RIKEN cDNA 9530003J23 gene"
"ENSMUSG00000020178",0,0.222997367265207,0.222997367265207,"Adora2a","adenosine A2a receptor"
"ENSMUSG00000020180",69.1039247468392,56.8085793108116,125.912504057651,"Snrpd3","small nuclear ribonucleoprotein D3"
"ENSMUSG00000020181",7.99023176796297,8.27877725972082,16.2690090276838,"Nav3","neuron navigator 3"
"ENSMUSG00000020182",2.80816116482757,2.22997367265207,5.03813483747964,"Ddc","dopa decarboxylase"
"ENSMUSG00000020183",6.48482578269459,6.85716904340513,13.3419948260997,"Cpm","carboxypeptidase M"
"ENSMUSG00000020184",40.0380091851188,39.6935313732069,79.7315405583257,"Mdm2","transformed mouse 3T3 cell double minute 2"
"ENSMUSG00000020185",0,0.0557493418163019,0.0557493418163019,"E2f7","E2F transcription factor 7"
"ENSMUSG00000020186",8.77188487569848,8.02790522154747,16.7997900972459,"Csrp2","cysteine and glycine-rich protein 2"
"ENSMUSG00000020189",82.1893767726336,74.0072512611407,156.196628033774,"Osbpl8","oxysterol binding protein-like 8"
"ENSMUSG00000020190",34.2190360497545,42.4531237931139,76.6721598428683,"Mknk2","MAP kinase-interacting serine/threonine kinase 2"
"ENSMUSG00000020191",0.0289501151013151,0.139373354540755,0.16832346964207,"4930415F15Rik","RIKEN cDNA 4930415F15 gene"
"ENSMUSG00000020193",1.9107075966868,2.28572301446838,4.19643061115517,"Zpbp","zona pellucida binding protein"
"ENSMUSG00000020196",30.6002716620901,35.2893333697191,65.8896050318092,"Cabin1","calcineurin binding protein 1"
"ENSMUSG00000020198",215.881008310507,244.82323458629,460.704242896796,"Ap3d1","adaptor-related protein complex 3, delta 1 subunit"
"ENSMUSG00000020205",14.4171573204549,13.2683433522798,27.6855006727348,"Phlda1","pleckstrin homology like domain, family A, member 1"
