"","SRR2157283.counts","SRR2157284.counts","SRR2157286.counts","SRR2157287.counts","avg","Symbol","Name"
"ENSMUSG00000005802",18.236243452138,22.987128423884,25.7735181012666,29.3489297841171,96.3458197614057,"Slc30a4","solute carrier family 30 (zinc transporter), member 4"
"ENSMUSG00000005803",42.1015976142532,24.6835954662371,5.04773182009242,23.2132650208871,95.0461899214697,"Sqrdl","sulfide quinone reductase-like (yeast)"
"ENSMUSG00000005804",35.5645658220216,33.024558424473,30.6875351711579,33.4905034992974,132.76716291695,"Bloc1s6","biogenesis of lysosomal organelles complex-1, subunit 6, pallidin"
"ENSMUSG00000005813",44.3584300187141,44.2495153547091,45.5967298185832,48.3183600104368,182.523035202443,"Metap1","methionyl aminopeptidase 1"
"ENSMUSG00000005823",69.1576458654338,64.069905299534,62.5450744065756,60.3851673781226,256.157792949666,"Gpr108","G protein-coupled receptor 108"
"ENSMUSG00000005824",6.87425962278317,4.58046101435327,1.33714750201124,3.60470304839766,16.3965711875453,"Tnfsf14","tumor necrosis factor (ligand) superfamily, member 14"
"ENSMUSG00000005846",60.1821974522904,57.9908983977689,58.2662024001397,72.4519747458084,248.891272996007,"Rsl1d1","ribosomal L1 domain containing 1"
"ENSMUSG00000005871",114.683402989903,138.714455163069,157.01454542367,125.883388725604,536.295792302245,"Apc","adenomatosis polyposis coli"
"ENSMUSG00000005873",134.061032945447,111.401335781184,98.6146282733287,119.517636533752,463.594633533713,"Reep5","receptor accessory protein 5"
"ENSMUSG00000005881",69.8839827312373,63.1651228769457,62.712217844327,67.3900513161436,263.151374768654,"Ergic3","ERGIC and golgi 3"
"ENSMUSG00000005882",21.0378285059515,22.2237182548251,19.3217814040624,22.3184805762494,84.9018087410884,"Uqcc1","ubiquinol-cytochrome c reductase complex assembly factor 1"
"ENSMUSG00000005883",1.42673312925689,2.60124946494136,3.5100121927795,3.34905034992974,10.8870451369075,"Spo11","SPO11 meiotic protein covalently bound to DSB"
"ENSMUSG00000005886",133.204993067893,140.806764515304,148.222800597946,132.504793615923,554.739351797065,"Ncoa2","nuclear receptor coactivator 2"
"ENSMUSG00000005893",76.5766581375696,79.9318721455352,79.4265616194675,74.0625867461562,309.997678648728,"Nr2c2","nuclear receptor subfamily 2, group C, member 2"
"ENSMUSG00000005897",9.23485443664457,9.44366653576539,8.52431532532164,9.15236660515151,36.3552029028831,"Nr2c1","nuclear receptor subfamily 2, group C, member 1"
"ENSMUSG00000005899",41.9459540001524,40.5455623122382,39.6798521221835,44.5091348032648,166.680503237839,"Smpd4","sphingomyelin phosphodiesterase 4"
"ENSMUSG00000005907",15.4087177959744,19.1418031278837,20.2912133430205,17.4355140355121,72.2772483023907,"Pex1","peroxisomal biogenesis factor 1"
"ENSMUSG00000005936",179.067978022914,149.741490938364,117.501836739237,143.753512348511,590.064818049026,"Kctd20","potassium channel tetramerisation domain containing 20"
"ENSMUSG00000005947",1.47861433395714,0.650312366235341,0.668573751005619,0.715827555710174,3.51332800690827,"Itgae","integrin alpha E, epithelial-associated"
"ENSMUSG00000005949",22.9833736822109,23.9484597478841,23.8012255358,24.4403979735331,95.1734569394281,"Ctns","cystinosis, nephropathic"
"ENSMUSG00000005951",5.31782348177566,5.14595002847096,5.81659163374888,5.24088031859235,21.5212454625878,"Shpk","sedoheptulokinase"
"ENSMUSG00000005968",3.68356553371778,3.59085523964732,4.24544331888568,4.55061803272897,16.0704821249797,"Tuft1","tuftelin 1"
"ENSMUSG00000005973",12.0623800928082,9.35884318364773,4.74687363213989,9.76593308147452,35.9340299900704,"Rcn1","reticulocalbin 1"
"ENSMUSG00000005980",5.08435806062454,6.84241707082402,6.58545144740534,6.41688273154478,24.9291093103987,"Dnase1","deoxyribonuclease I"
"ENSMUSG00000005981",74.3457663354588,74.5031776100054,68.9968111037798,74.7017184923261,292.54747354157,"Trap1","TNF receptor-associated protein 1"
"ENSMUSG00000005982",80.8568575253402,74.5597265114171,68.1945226025731,74.1648478255434,297.775954464874,"Naa60","N(alpha)-acetyltransferase 60, NatF catalytic subunit"
"ENSMUSG00000005983",4.33208059247091,5.06112667635331,5.28173263294439,4.16713898502709,18.8420788867957,"1700037C18Rik","RIKEN cDNA 1700037C18 gene"
"ENSMUSG00000005986",16.6538667087804,17.2756893812954,20.6589289060736,19.4551703534087,74.043655349558,"Ankrd13d","ankyrin repeat domain 13 family, member D"
"ENSMUSG00000006005",285.657913079579,318.90752951167,312.491371220026,308.342719622158,1225.39953343343,"Tpr","translocated promoter region, nuclear basket protein"
"ENSMUSG00000006010",26.7188204206289,30.2536622552963,26.0409476016688,26.8690986089783,109.882528886572,"BC003331","cDNA sequence BC003331"
"ENSMUSG00000006014",0.544752649352629,0.9047824225883,0.802288501206742,0.818088635097342,3.06991220824501,"Prg4","proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)"
"ENSMUSG00000006019",44.3065488140138,43.5143796363561,45.2624429430804,41.7225203899644,174.805891783415,"Dhx34","DEAH (Asp-Glu-Ala-His) box polypeptide 34"
"ENSMUSG00000006021",13.5669350291155,13.6565596909422,12.9034733944084,13.9330720665016,54.0600401809677,"Kptn","kaptin"
"ENSMUSG00000006024",83.9437892050051,83.5792762865943,79.8611345576211,84.1864336054859,331.570633654706,"Napa","N-ethylmaleimide sensitive fusion protein attachment protein alpha"
"ENSMUSG00000006050",53.9564528882604,60.3094033556514,63.547935033084,59.2347302350169,237.048521512013,"Sra1","steroid receptor RNA activator 1"
"ENSMUSG00000006057",41.0899141225983,32.9114606216494,25.5729459759649,34.9988544202582,134.573175140471,"Atp5g1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)"
"ENSMUSG00000006058",40.1301118356437,37.2940004810615,35.0332645526944,39.4472113736,151.904588243,"Snf8","SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)"
"ENSMUSG00000006095",30.6877325801981,25.7297501423548,21.9960764080848,26.664576450204,105.078135580842,"Tbcb","tubulin folding cofactor B"
"ENSMUSG00000006127",96.2655753213146,112.419216006596,128.132159380227,120.693638946705,457.510589654842,"Inpp5k","inositol polyphosphate 5-phosphatase K"
"ENSMUSG00000006134",85.3186411295617,86.4632702585945,88.5860220082445,94.4636720838962,354.831605480297,"Crkl","v-crk avian sarcoma virus CT10 oncogene homolog-like"
"ENSMUSG00000006154",46.200212785573,52.590478312945,43.2901503776138,71.8895388091789,213.970380285311,"Eps8l1","EPS8-like 1"
"ENSMUSG00000006169",186.772336920901,173.12446167213,151.298239852571,187.470123786525,698.665162232128,"Clint1","clathrin interactor 1"
"ENSMUSG00000006179",6.12198215462954,3.81705084529439,2.47372287872079,3.83479047701879,16.2475463556635,"Prss16","protease, serine 16 (thymus)"
"ENSMUSG00000006191",14.0338658714177,15.0137333248246,14.4746217092716,17.4099487656653,60.9321696711793,"Cdkal1","CDK5 regulatory subunit associated protein 1-like 1"
"ENSMUSG00000006215",34.2675357045154,35.6258078894143,35.6684096161497,39.1148628655917,144.676616075671,"Zbtb17","zinc finger and BTB domain containing 17"
"ENSMUSG00000006219",2.64594143971277,1.58336923952953,0.0334286875502809,0.639131746169799,4.90187111296237,"Fblim1","filamin binding LIM protein 1"
"ENSMUSG00000006235",6.2776257687303,2.91226842270609,1.43743356466208,9.35688876392585,19.9842165200243,"Epor","erythropoietin receptor"
"ENSMUSG00000006262",26.8744640347297,32.0066781990611,33.4621162378312,33.6950256580718,126.038284129694,"Mob1b","MOB kinase activator 1B"
"ENSMUSG00000006273",172.790352254184,140.043354346245,96.508620957661,127.749653424419,537.09198098251,"Atp6v1b2","ATPase, H+ transporting, lysosomal V1 subunit B2"
"ENSMUSG00000006276",90.4548803948865,97.2923848789482,104.230647781776,90.0920109400948,382.069923995705,"Eps15l1","epidermal growth factor receptor pathway substrate 15-like 1"
"ENSMUSG00000006281",88.0164637739748,93.8711763435362,92.3968923889765,72.1196262378001,346.404158744287,"Tep1","telomerase associated protein 1"
"ENSMUSG00000006288",51.3364520508977,53.8628285947098,59.8707794025531,58.8768164571618,223.946876505322,"Ttc5","tetratricopeptide repeat domain 5"
"ENSMUSG00000006289",36.4984275066261,37.5484705374145,38.3427046201722,40.1886041991569,152.57820686337,"Osgep","O-sialoglycoprotein endopeptidase"
"ENSMUSG00000006299",71.6479436910458,69.215855328005,73.8773994861209,74.343804714471,289.085003219643,"Aamp","angio-associated migratory protein"
"ENSMUSG00000006301",9.57208226719619,7.20998493000052,3.47658350522922,5.49653301706027,25.7551837194862,"Tmbim1","transmembrane BAX inhibitor motif containing 1"
"ENSMUSG00000006304",462.469058698032,407.123815714029,353.307798718919,415.793548788224,1638.6942219192,"Arpc2","actin related protein 2/3 complex, subunit 2"
"ENSMUSG00000006307",190.014912214667,205.555256631779,247.071429684126,161.163461114176,803.805059644749,"Kmt2b","lysine (K)-specific methyltransferase 2B"
"ENSMUSG00000006310",3.86514975016865,3.59085523964732,2.30657944096938,2.8633102228407,12.6258946536261,"Zbtb32","zinc finger and BTB domain containing 32"
"ENSMUSG00000006315",29.5463460767926,24.6553210155312,23.9683689735514,29.8091046413594,107.979140707235,"Tmem147","transmembrane protein 147"
"ENSMUSG00000006333",975.081301738856,901.672233010653,892.779958405353,991.855774245987,3761.38926740085,"Rps9","ribosomal protein S9"
"ENSMUSG00000006335",14.2673312925689,13.7131085923539,14.8423372723247,13.5240277489529,56.3468049062004,"Tfpt","TCF3 (E2A) fusion partner"
"ENSMUSG00000006342",0.674455661103255,1.18752692964714,1.00286062650843,0.945914984331302,3.81075820159013,"Susd2","sushi domain containing 2"
"ENSMUSG00000006344",7.75624010268743,6.84241707082402,3.47658350522922,4.19270425487388,22.2679449336145,"Ggt5","gamma-glutamyltransferase 5"
"ENSMUSG00000006345",1.06356469635513,0.678586816941225,0.234000812851966,0.92034971448451,2.89650204063283,"Ggt1","gamma-glutamyltransferase 1"
"ENSMUSG00000006356",6.30356637108042,3.67567859176497,2.03914994056714,5.0874886995116,17.1058836029241,"Crip2","cysteine rich protein 2"
"ENSMUSG00000006360",104.384983856904,99.299870879066,86.4800146925768,97.6593308147452,387.824200243292,"Crip1","cysteine-rich protein 1 (intestinal)"
"ENSMUSG00000006362",62.4390298567513,60.5355989612985,51.3798927647818,47.4747061054926,221.829227688324,"Cbfa2t3","core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)"
"ENSMUSG00000006373",30.039217521445,28.868214170708,28.1469549173365,35.7913777855087,122.845764394998,"Pgrmc1","progesterone receptor membrane component 1"
"ENSMUSG00000006378",1.53049553865739,0.9047824225883,0.835717188757023,1.20156768279922,4.47256283280193,"Galr3","galanin receptor 3"
"ENSMUSG00000006389",1.99742638095964,0.848233521176532,0.36771556305309,1.32939403203318,4.54276949722244,"Mpl","myeloproliferative leukemia virus oncogene"
"ENSMUSG00000006390",70.1174481523884,56.4358036089452,48.8727411985107,59.6182092827188,235.044202242563,"Elovl1","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1"
"ENSMUSG00000006392",42.8279344800567,37.7746661430615,37.3064153061135,42.0804341678195,159.989450097051,"Med8","mediator complex subunit 8"
"ENSMUSG00000006395",6.32950697343055,7.18171047929463,7.32088257351152,6.85149231894024,27.6835923451769,"Hyi","hydroxypyruvate isomerase (putative)"
"ENSMUSG00000006398",58.5219989018824,38.2270573543557,12.7697586442073,44.8159180414263,154.334732941872,"Cdc20","cell division cycle 20"
"ENSMUSG00000006411",3.8132685454684,1.97921154941191,0.267429500402247,1.35495930187997,7.41486889716253,"Nectin4","nectin cell adhesion molecule 4"
"ENSMUSG00000006412",20.9600066989012,18.6328630151778,16.1126273992354,20.8612601949822,76.5667573082966,"Pfdn2","prefoldin 2"
"ENSMUSG00000006418",127.212713925014,123.785545190362,130.773025696699,137.541151775741,519.312436587815,"Rnf114","ring finger protein 114"
"ENSMUSG00000006423",37.2766455771299,40.4890134108264,38.8775636209767,43.6654808983206,160.308703507254,"C330007P06Rik","RIKEN cDNA C330007P06 gene"
"ENSMUSG00000006442",33.359614622261,23.4395196351782,17.4163462136964,27.7383177837693,101.953798254905,"Srm","spermidine synthase"
"ENSMUSG00000006445",4.51366480892178,5.88108574682395,4.24544331888568,10.5073259070315,25.1475197816629,"Epha2","Eph receptor A2"
"ENSMUSG00000006456",42.7241720706562,41.3937958334147,43.189864314963,43.0263491521508,170.334181371185,"Rbm14","RNA binding motif protein 14"
"ENSMUSG00000006463",14.6045591231205,12.9779728740009,14.1403348337688,14.3932469237439,56.1161137546341,"Zdhhc24","zinc finger, DHHC domain containing 24"
"ENSMUSG00000006464",2.23089180211077,2.12058380294133,2.20629337831854,2.78661441330032,9.34438339667096,"Bbs1","Bardet-Biedl syndrome 1 (human)"
"ENSMUSG00000006471",76.9917077751716,86.5480936107121,105.200079720734,92.2906241469189,361.030505253537,"Ndor1","NADPH dependent diflavin oxidoreductase 1"
"ENSMUSG00000006476",18.3659464638886,20.1879578040015,25.8069467888169,21.6793488300796,86.0401998867865,"Nsmf","NMDA receptor synaptonuclear signaling and neuronal migration factor"
"ENSMUSG00000006494",50.8435806062454,52.1098126509449,58.065630274838,56.0390715041679,217.058095036196,"Pdk1","pyruvate dehydrogenase kinase, isoenzyme 1"
"ENSMUSG00000006498",244.075127512328,228.372738351428,207.558720999694,244.940850402114,924.947437265564,"Ptbp1","polypyrimidine tract binding protein 1"
"ENSMUSG00000006517",16.8613915275814,15.4378500854129,11.9674701430006,14.0608984157356,58.3276101717304,"Mvd","mevalonate (diphospho) decarboxylase"
"ENSMUSG00000006519",305.787820503276,239.117029619664,185.362072466308,229.652819033732,959.91974162298,"Cyba","cytochrome b-245, alpha polypeptide"
"ENSMUSG00000006526",22.9314924775107,22.3933649590604,19.5557822169143,19.4807356232555,84.3613752767409,"Tmem110","transmembrane protein 110"
"ENSMUSG00000006527",35.8758530502231,36.8981581711791,34.7324063647419,38.1178173415668,145.624234927711,"Sfmbt1","Scm-like with four mbt domains 1"
"ENSMUSG00000006567",4.43584300187141,1.95093709870602,1.20343275181011,5.41983720751989,13.0100500599074,"Atp7b","ATPase, Cu++ transporting, beta polypeptide"
"ENSMUSG00000006574",64.7218028635623,25.7580245930607,24.3026558490542,140.73681050659,255.519293812267,"Slc4a1","solute carrier family 4 (anion exchanger), member 1"
"ENSMUSG00000006575",0.881980479904256,0.593763464823572,0.835717188757023,1.04817606371847,3.35963719720332,"Rundc3a","RUN domain containing 3A"
"ENSMUSG00000006576",1.21920831045588,1.04615467611772,1.53771962731292,1.9173952385094,5.72047785239592,"Slc4a3","solute carrier family 4 (anion exchanger), member 3"
"ENSMUSG00000006585",85.5002253460126,76.2279191030643,73.8773994861209,83.061561732227,318.667105667425,"Cdt1","chromatin licensing and DNA replication factor 1"
"ENSMUSG00000006589",56.9655627608749,41.8461870447089,26.6426639775739,40.3419958182377,165.796409601395,"Aprt","adenine phosphoribosyl transferase"
"ENSMUSG00000006599",40.1560524379938,40.2628178051794,39.1784218089292,41.3134760724158,160.910768124518,"Gtf2h1","general transcription factor II H, polypeptide 1"
"ENSMUSG00000006611",21.8160465764553,16.3426325080012,1.93886387791629,7.51618933495683,47.6137322973296,"Hfe","hemochromatosis"
"ENSMUSG00000006638",0.259406023501252,0.622037915529457,0.802288501206742,0.613566476323007,2.29729891656046,"Abhd1","abhydrolase domain containing 1"
"ENSMUSG00000006641",8.22317094498968,10.4615467611772,10.7640373911905,10.8396744150398,40.2884295123971,"Slc5a6","solute carrier family 5 (sodium-dependent vitamin transporter), member 6"
"ENSMUSG00000006673",97.4847836317705,101.420454682007,103.461787968119,105.737956086331,408.104982368229,"Qrich1","glutamine-rich 1"
"ENSMUSG00000006675",0.518812047002504,0.819959070470647,1.20343275181011,0.971480254178094,3.51368412346136,"P4htm","prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)"
"ENSMUSG00000006676",201.532539658123,223.452983928604,247.606288684931,227.684293255529,900.276105527187,"Usp19","ubiquitin specific peptidase 19"
"ENSMUSG00000006678",37.7435764194322,28.1896273537667,16.9483445879924,32.3400663561918,115.221614717383,"Pola1","polymerase (DNA directed), alpha 1"
"ENSMUSG00000006699",513.182936292527,486.857766704623,438.784952784987,494.099970328948,1932.92562611108,"Cdc42","cell division cycle 42"
"ENSMUSG00000006705",55.6944732457188,52.1663615523567,53.0513271422958,60.5129937273565,221.425155667728,"Pknox1","Pbx/knotted 1 homeobox"
"ENSMUSG00000006715",20.0780262189969,13.458638536001,5.71630557109804,16.1316852733257,55.3846555994216,"Gmnn","geminin"
"ENSMUSG00000006717",10.6097063612012,7.80374839482409,7.72202682411489,10.20054266887,36.3360242490102,"Acot13","acyl-CoA thioesterase 13"
"ENSMUSG00000006720",0.907921082254382,1.10270357752949,1.10314668915927,1.55948146065431,4.67325280959745,"Zfp184","zinc finger protein 184 (Kruppel-like)"
"ENSMUSG00000006728",102.646963499445,77.1892504270644,63.8822219085868,98.2473320212214,341.965767856318,"Cdk4","cyclin-dependent kinase 4"
"ENSMUSG00000006731",262.311370964466,281.217686720726,319.711967730887,275.056738281634,1138.29776369771,"B4galnt1","beta-1,4-N-acetyl-galactosaminyl transferase 1"
"ENSMUSG00000006732",10.557825156501,9.01954977517712,9.42688988917922,10.0982815894828,39.1025464103401,"Mettl1","methyltransferase like 1"
"ENSMUSG00000006736",16.0572328547275,14.2220487050598,11.4660398297464,14.5466385428246,56.2919599323583,"Tspan31","tetraspanin 31"
"ENSMUSG00000006740",132.66024041854,140.213001050481,131.475028135255,136.314018823095,540.66228842737,"Kif5b","kinesin family member 5B"
"ENSMUSG00000006763",19.4035705578936,18.5480396630602,17.7506330891992,17.9212541626011,73.6234974727541,"Saal1","serum amyloid A-like 1"
"ENSMUSG00000006782",285.398507056077,329.453899624965,355.81495028519,384.859572273606,1355.52692923984,"Cnp","2',3'-cyclic nucleotide 3' phosphodiesterase"
"ENSMUSG00000006800",29.9613957143946,20.9230935223544,3.57686956788006,6.44244800139157,60.9038068060207,"Sulf2","sulfatase 2"
"ENSMUSG00000006818",33.2299116105104,32.7135394667082,30.5203917334065,35.2545071187261,131.718349929351,"Sod2","superoxide dismutase 2, mitochondrial"
"ENSMUSG00000006850",21.9198089858558,23.3546962830605,23.3666525976464,22.7530901636448,91.3942480302075,"Tmco6","transmembrane and coiled-coil domains 6"
"ENSMUSG00000006906",14.1376282808182,13.0627962261186,11.7668980176989,14.495508003131,53.4628305277667,"Stambp","STAM binding protein"
"ENSMUSG00000006920",80.9606199347407,96.6420725127128,115.496115486221,96.329936782712,389.428744716386,"Ezh1","enhancer of zeste 1 polycomb repressive complex 2 subunit"
"ENSMUSG00000006930",2.82752565616365,1.55509478882364,1.23686143936039,1.61061200034789,7.23009388469557,"Hap1","huntingtin-associated protein 1"
"ENSMUSG00000006932",223.68581406513,222.03926139331,230.423943284086,238.242749702254,914.39176844478,"Ctnnb1","catenin (cadherin associated protein), beta 1"
"ENSMUSG00000006941",35.434862810271,30.6777790158846,29.5509597944483,36.0470304839766,131.710632104581,"Eif1b","eukaryotic translation initiation factor 1B"
"ENSMUSG00000006998",171.856490569579,146.885771417069,125.691865189056,156.970756859302,601.404884035008,"Psmd2","proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"
"ENSMUSG00000007029",513.494223520728,564.216663835923,628.827041508334,579.181188379071,2285.71911724406,"Vars","valyl-tRNA synthetase"
"ENSMUSG00000007030",1.24514891280601,1.97921154941191,2.8080097542236,1.45722038126714,7.48959059770865,"Vwa7","von Willebrand factor A domain containing 7"
"ENSMUSG00000007035",6.5889129969318,7.86029729623586,11.1317529542435,9.15236660515151,34.7333298525627,"Msh5","mutS homolog 5"
"ENSMUSG00000007036",54.7865521634644,48.7734274676506,53.0513271422958,59.0813386159362,215.692645389347,"Abhd16a","abhydrolase domain containing 16A"
"ENSMUSG00000007038",98.6521107375261,94.5214887097715,89.0205949463981,94.7448900522109,376.939084445907,"Neu1","neuraminidase 1"
"ENSMUSG00000007039",6.6926754063323,5.48524343694157,5.74973425864832,8.92227917653039,26.8499322784526,"Ddah2","dimethylarginine dimethylaminohydrolase 2"
"ENSMUSG00000007041",297.849996184137,268.154890494608,234.602529227872,277.715526345701,1078.32294225232,"Clic1","chloride intracellular channel 1"
"ENSMUSG00000007050",24.6435722326189,18.350118508119,13.6389045205146,21.3470003220713,77.9795955833238,"Lsm2","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"
"ENSMUSG00000007080",36.1352590737244,32.4307949596494,19.7229256546657,34.5898101027095,122.878789790749,"Pole","polymerase (DNA directed), epsilon"
"ENSMUSG00000007207",2.15306999506039,2.79917061988255,4.17858594378512,2.65878806406636,11.7896146227944,"Stx1a","syntaxin 1A (brain)"
"ENSMUSG00000007216",3.9170309548689,3.73222749317674,4.98087444499186,4.70400965180972,17.3341425448472,"Zfp775","zinc finger protein 775"
"ENSMUSG00000007338",30.9211980013492,29.9709177482375,28.8155286683422,38.8847754369705,128.592419854899,"Mrpl49","mitochondrial ribosomal protein L49"
"ENSMUSG00000007379",1.97148577860951,0.819959070470647,0.568287688354776,1.30382876218639,4.66356129962133,"Dennd2c","DENN/MADD domain containing 2C"
"ENSMUSG00000007411",77.4586386174738,85.1626455261238,87.583161381736,83.1126922719206,333.317137797254,"Mark3","MAP/microtubule affinity regulating kinase 3"
"ENSMUSG00000007415",45.2922917033186,37.7746661430615,32.0581113607194,40.8277359453267,155.952805152426,"Gatad1","GATA zinc finger domain containing 1"
"ENSMUSG00000007458",204.152540495485,172.247953700248,150.395665288714,170.520349878102,697.316509362549,"M6pr","mannose-6-phosphate receptor, cation dependent"
"ENSMUSG00000007476",8.17128974028943,10.5746445640008,11.3323250795452,10.3283690181039,40.4066284019394,"Lrrc8a","leucine rich repeat containing 8A"
"ENSMUSG00000007564",182.466196930781,171.68246468613,155.944827422061,179.698281753101,689.791770792072,"Ppp2r1a","protein phosphatase 2, regulatory subunit A, alpha"
"ENSMUSG00000007570",16.8354509252312,16.5688281136483,16.781201150241,17.0009044481166,67.1863846372372,"Fance","Fanconi anemia, complementation group E"
"ENSMUSG00000007589",46.2261533879231,49.5368376367094,50.6778903262259,53.201326551174,199.642207902032,"Tinf2","Terf1 (TRF1)-interacting nuclear factor 2"
"ENSMUSG00000007591",1.73802035745839,1.75301594376483,2.20629337831854,1.5850467305011,7.28237641004286,"Tssk4","testis-specific serine kinase 4"
"ENSMUSG00000007603",72.4521023638997,77.4719949341232,101.322351964901,83.7006934783968,334.947142741321,"Dus3l","dihydrouridine synthase 3-like (S. cerevisiae)"
"ENSMUSG00000007610",21.2712939271027,21.9409737477663,22.7649362217413,23.5456135288954,89.5228174255056,"Gtpbp3","GTP binding protein 3"
"ENSMUSG00000007613",60.7528907039932,57.8212516935336,48.5384543230079,54.9141996309091,222.026796351444,"Tgfbr1","transforming growth factor, beta receptor I"
"ENSMUSG00000007617",11.2063402152541,12.0731904514126,10.9311808289419,12.4502864153877,46.6609979109963,"Homer1","homer scaffolding protein 1"
"ENSMUSG00000007646",6.92614082748343,6.7010448172946,7.08688176065956,6.85149231894024,27.5655597243778,"Rad51c","RAD51 paralog C"
"ENSMUSG00000007656",47.0043714584268,44.4191620589444,43.5910085655663,52.4088031859235,187.423345268861,"Arpp19","cAMP-regulated phosphoprotein 19"
"ENSMUSG00000007659",17.7693126098358,14.419969860001,8.65803007552276,21.0402170839098,61.8875296292693,"Bcl2l1","BCL2-like 1"
"ENSMUSG00000007670",149.781037969623,144.114875247893,155.209396295954,146.667953111045,595.773262624515,"Khsrp","KH-type splicing regulatory protein"
"ENSMUSG00000007682",8.04158672853881,4.32599095800031,0.73543112610618,2.17304793697731,15.2760567496226,"Dio2","deiodinase, iodothyronine, type II"
"ENSMUSG00000007721",30.7136731825482,25.5883778888254,20.826072343825,26.8690986089783,103.997222024177,"Ccdc124","coiled-coil domain containing 124"
"ENSMUSG00000007739",170.792925873224,156.6404569106,158.184549487929,177.371842197042,662.989774468796,"Cct4","chaperonin containing Tcp1, subunit 4 (delta)"
"ENSMUSG00000007777",6.32950697343055,5.2590478312945,4.64658756948905,5.01079288997122,21.2459352641853,"0610009B22Rik","RIKEN cDNA 0610009B22 gene"
"ENSMUSG00000007812",34.2675357045154,41.3655213827089,42.0867176258037,42.7962617235297,160.516036436558,"Zfp655","zinc finger protein 655"
"ENSMUSG00000007815",333.492383813209,313.818128384611,287.453284244866,314.452819115541,1249.21661555823,"Rhoa","ras homolog family member A"
"ENSMUSG00000007817",171.88243117193,167.667492685894,149.92766366301,124.630690503111,614.108278023945,"Zmiz1","zinc finger, MIZ-type containing 1"
"ENSMUSG00000007827",14.7342621348711,17.4170616348248,20.4249280932216,18.3302984801498,70.9065503430674,"Ankrd26","ankyrin repeat domain 26"
"ENSMUSG00000007833",56.6542755326734,51.855342594592,52.2490386410891,52.4088031859235,213.167459954278,"Aldh16a1","aldehyde dehydrogenase 16 family, member A1"
"ENSMUSG00000007836",199.509172674813,181.013033419072,176.904614516087,186.907687849896,744.334508459867,"Hnrnpa0","heterogeneous nuclear ribonucleoprotein A0"
"ENSMUSG00000007837",5.29188287942554,4.04324645094147,3.30944006747781,3.27235454038937,15.9169239382342,"Prrg2","proline-rich Gla (G-carboxyglutamic acid) polypeptide 2"
"ENSMUSG00000007850",303.686631712916,402.6564525025,531.683275487218,428.397226822693,1666.42358652533,"Hnrnph1","heterogeneous nuclear ribonucleoprotein H1"
"ENSMUSG00000007872",54.1120965023611,54.7393365665922,71.9385356082045,75.3408502384958,256.130818915654,"Id3","inhibitor of DNA binding 3"
"ENSMUSG00000007880",473.415992889785,514.56672839639,603.488096345222,381.945131511072,1973.41594914247,"Arid1a","AT rich interactive domain 1A (SWI-like)"
"ENSMUSG00000007891",198.86065761606,100.685318963654,41.0169996241947,82.5502563352912,423.1132325392,"Ctsd","cathepsin D"
"ENSMUSG00000007892",724.339439422546,628.682411445339,616.692427927583,716.159904218183,2685.87418301365,"Rplp1","ribosomal protein, large, P1"
"ENSMUSG00000007908",1.45267373160701,2.09230935223544,2.00572125301686,3.24678927054258,8.79749360740189,"Hmgcll1","3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1"
"ENSMUSG00000007950",19.1960457390926,17.9542761982366,20.4583567807719,20.7589991155951,78.3676778336962,"Abhd8","abhydrolase domain containing 8"
"ENSMUSG00000007987",11.8548552740072,11.3946036344714,11.0983242666933,13.8563762569612,48.2041594321331,"Ift22","intraflagellar transport 22"
"ENSMUSG00000008035",32.5554559494071,22.5630116632957,16.2463421494365,24.1591800052184,95.5239897673578,"Mid1ip1","Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))"
"ENSMUSG00000008036",80.7790357182898,65.7098234404753,51.4467501398823,70.3811878882182,268.316797186866,"Ap2s1","adaptor-related protein complex 2, sigma 1 subunit"
"ENSMUSG00000008090",2.69782264441302,2.51642611282371,2.54058025382135,3.88592101671237,11.6407500277705,"Fgfrl1","fibroblast growth factor receptor-like 1"
"ENSMUSG00000008129",1.47861433395714,1.2723502817648,1.4040048771118,1.76400361942864,5.91897311226238,"4930432K21Rik","RIKEN cDNA 4930432K21 gene"
"ENSMUSG00000008140",73.3340828438039,65.8794701447106,60.2050662780559,64.9869159505451,264.405535217116,"Emc10","ER membrane protein complex subunit 10"
"ENSMUSG00000008153",3.16475348671527,1.61164369023541,0.200572125301686,1.17600241295243,6.1529717152048,"Clstn3","calsyntenin 3"
"ENSMUSG00000008167",5.16217986767491,6.41830031023576,6.91973832290815,6.95375339832741,25.4539718991462,"Fbxw9","F-box and WD-40 domain protein 9"
"ENSMUSG00000008193",655.778427411165,714.608467140522,883.553640641475,833.709014973732,3087.64955016689,"Spib","Spi-B transcription factor (Spi-1/PU.1 related)"
